consensus,mec_count,role,elapsed_s,nodes,cpu_percent_median,cpu_percent_q1,cpu_percent_q3,mem_mb_median,mem_mb_q1,mem_mb_q3,blk_read_mb_median,blk_read_mb_q1,blk_read_mb_q3,blk_write_mb_median,blk_write_mb_q1,blk_write_mb_q3,net_rx_mb_median,net_rx_mb_q1,net_rx_mb_q3,net_tx_mb_median,net_tx_mb_q1,net_tx_mb_q3,files,aggregation,rolling_window_s,cpu_percent_median_smooth,mem_mb_median_smooth,blk_read_mb_median_smooth,blk_write_mb_median_smooth,net_rx_mb_median_smooth,net_tx_mb_median_smooth
clique,4,consumer,10,3,20.455,20.369999999999997,20.96,331.065,329.6775,339.45500000000004,0.082,0.0625,0.9610000000000001,33.715,33.418,34.60575,71.374,61.77975,79.76225,49.716499999999996,42.9265,55.67225,3,per_node_median,5,20.869999999999997,331.07,0.082,33.715,71.374,49.716499999999996
clique,4,consumer,11,3,20.869999999999997,20.6925,21.259999999999998,331.07,329.6775,339.4625,0.082,0.0625,0.9610000000000001,33.715,33.418,34.60575,71.53049999999999,61.95249999999999,79.919,49.8245,43.04675,55.7805,3,per_node_median,5,20.455,331.07,0.082,33.715,71.53049999999999,49.8245
clique,4,consumer,12,3,19.885,19.817500000000003,20.572499999999998,331.07,329.405,340.235,0.082,0.0625,0.9610000000000001,33.715,33.418,34.60575,71.691,62.125,80.08324999999999,49.932500000000005,43.164500000000004,55.893750000000004,3,per_node_median,5,19.885,331.07,0.082,33.715,71.691,49.932500000000005
clique,4,consumer,13,3,18.015,17.87,18.697499999999998,331.15,329.735,340.34749999999997,0.082,0.0625,0.9610000000000001,33.715,33.418,34.60575,71.8455,62.289,80.23375,50.039,43.27825,55.998000000000005,3,per_node_median,5,18.015,331.07,0.082,33.715,71.8455,50.039
clique,4,consumer,14,3,7.18,5.915,7.54,331.18,329.755,340.8225,0.082,0.0625,0.9610000000000001,33.715,33.418,34.60575,71.8835,62.32525,80.2675,50.066500000000005,43.304,56.022000000000006,3,per_node_median,5,7.18,331.15,0.082,33.715,71.8835,50.066500000000005
clique,4,consumer,15,3,5.115,4.9275,5.32,330.90999999999997,329.65749999999997,340.69,0.082,0.0625,0.9610000000000001,33.715,33.418,34.63,71.893,62.335,80.27674999999999,50.0715,43.30925,56.027,3,per_node_median,5,5.51,331.18,0.082,33.715,71.893,50.0715
clique,4,consumer,16,3,4.725,4.672499999999999,5.39,331.18,329.84749999999997,340.815,0.082,0.0625,0.9610000000000001,33.715,33.418,34.63,71.9015,62.34425,80.28575,50.076499999999996,43.314499999999995,56.0325,3,per_node_median,5,5.51,331.18,0.082,33.715,71.9015,50.076499999999996
clique,4,consumer,17,3,5.51,5.4725,5.5275,331.69,330.0575,340.5525,0.082,0.0625,0.9610000000000001,33.715,33.418,34.63,71.9105,62.35375,80.29475,50.081500000000005,43.32,56.0375,3,per_node_median,5,5.51,331.69,0.082,33.715,71.9105,50.081500000000005
clique,4,consumer,18,3,5.885,5.6325,6.1675,331.7,330.10249999999996,340.57,0.082,0.0625,0.9610000000000001,33.715,33.418,34.63,71.9205,62.36425,80.3045,50.087500000000006,43.326750000000004,56.0435,3,per_node_median,5,5.885,331.7,0.082,33.715,71.9205,50.087500000000006
clique,4,consumer,19,3,7.26,6.234999999999999,7.495,331.97,329.865,341.365,0.082,0.0625,0.9610000000000001,33.715,33.418,34.63,71.931,62.37525,80.31575000000001,50.0935,43.3335,56.05,3,per_node_median,5,5.885,331.97,0.082,33.715,71.931,50.0935
clique,4,consumer,20,3,6.055,5.4575,6.53,332.115,330.1625,341.39,0.082,0.0625,0.9610000000000001,33.715,33.463,34.65325,71.9405,62.844750000000005,80.32575,50.099000000000004,43.654,56.056,3,per_node_median,5,5.885,332.11,0.082,33.715,71.9405,50.099000000000004
clique,4,consumer,21,3,5.445,5.0825000000000005,5.845000000000001,332.11,330.4425,341.39750000000004,0.082,0.0625,0.9610000000000001,33.715,33.418,34.65325,71.9505,62.39575000000001,80.3355,50.105000000000004,43.3455,56.06175,3,per_node_median,5,5.445,332.11,0.082,33.715,71.9505,50.105000000000004
clique,4,consumer,22,3,4.880000000000001,4.8425,5.2700000000000005,332.11,330.5675,341.4,0.082,0.0625,0.9610000000000001,33.715,33.418,34.7285,72.778,62.8145,80.75375,50.672,43.63225,56.348,3,per_node_median,5,4.97,332.115,0.082,33.715,72.778,50.672
clique,4,consumer,23,3,4.97,4.609999999999999,5.119999999999999,332.16,330.59000000000003,341.41,0.082,0.0625,0.9610000000000001,33.805,33.462999999999994,34.7735,72.788,62.82525,81.15299999999999,50.677,43.63825,56.6195,3,per_node_median,5,4.880000000000001,332.16,0.082,33.805,72.788,50.677
clique,4,consumer,24,3,4.58,3.9475,4.895,333.35,331.2075,342.005,0.082,0.0625,0.9610000000000001,33.924,33.629999999999995,34.833,72.794,63.74225,81.53049999999999,50.682,44.2715,56.877,3,per_node_median,5,4.67,332.17,0.082,33.805,72.788,50.677
clique,4,consumer,25,3,3.13,3.02,3.26,335.58,332.3225,342.075,0.082,0.0625,0.9610000000000001,33.805,33.570499999999996,34.791,72.794,63.74225,81.15950000000001,50.682,44.2715,56.6245,3,per_node_median,5,4.58,333.35,0.082,33.805,72.788,50.677
clique,4,consumer,26,3,4.67,3.74,5.12,332.17,330.235,341.40999999999997,0.082,0.051750000000000004,0.9610000000000001,34.309,33.76,34.89275,71.46600000000001,62.626000000000005,82.8395,49.763,43.4975,57.769000000000005,3,per_node_median,5,3.215,335.23,0.082,33.805,71.46600000000001,49.763
clique,4,consumer,27,2,3.215,2.9725,3.4575,338.15999999999997,336.695,339.625,0.9610000000000001,0.5215,1.4005,33.393,33.226,33.559999999999995,70.768,65.059,76.477,49.30200000000001,45.191500000000005,53.4125,2,per_node_median,5,3.1725,335.405,0.5215000000000001,33.599000000000004,71.117,49.5325
clique,4,consumer,28,1,2.89,2.89,2.89,335.23,335.23,335.23,1.84,1.84,1.84,32.176,32.176,32.176,45.439,45.439,45.439,31.5,31.5,31.5,1,per_node_median,5,3.215,335.23,0.9610000000000001,33.393,70.768,49.30200000000001
clique,4,provider,0,1,0.22499999999999998,0.22499999999999998,0.22499999999999998,342.77,342.77,342.77,4.652,4.652,4.652,34.951499999999996,34.951499999999996,34.951499999999996,70.124,70.124,70.124,48.8565,48.8565,48.8565,1,per_node_median,5,3.0599999999999996,342.77,4.652,34.951499999999996,70.124,48.8565
clique,4,provider,1,1,3.205,3.205,3.205,342.77,342.77,342.77,4.652,4.652,4.652,34.951499999999996,34.951499999999996,34.951499999999996,70.124,70.124,70.124,48.8565,48.8565,48.8565,1,per_node_median,5,3.1325,342.77,4.652,34.951499999999996,70.124,48.8565
clique,4,provider,2,1,3.0599999999999996,3.0599999999999996,3.0599999999999996,342.77,342.77,342.77,4.652,4.652,4.652,34.951499999999996,34.951499999999996,34.951499999999996,70.124,70.124,70.124,48.8565,48.8565,48.8565,1,per_node_median,5,3.205,342.77,4.652,34.951499999999996,70.124,48.8565
clique,4,provider,3,1,3.55,3.55,3.55,342.775,342.775,342.775,4.652,4.652,4.652,34.951499999999996,34.951499999999996,34.951499999999996,70.12450000000001,70.12450000000001,70.12450000000001,48.8575,48.8575,48.8575,1,per_node_median,5,3.55,342.77,4.652,34.951499999999996,70.12450000000001,48.8575
clique,4,provider,4,1,19.07,19.07,19.07,341.245,341.245,341.245,4.652,4.652,4.652,34.951499999999996,34.951499999999996,34.951499999999996,70.25450000000001,70.25450000000001,70.25450000000001,48.9475,48.9475,48.9475,1,per_node_median,5,19.07,341.245,4.652,34.951499999999996,70.12450000000001,48.8575
clique,4,provider,5,1,21.64,21.64,21.64,341.0,341.0,341.0,4.652,4.652,4.652,34.951499999999996,34.951499999999996,34.951499999999996,70.40899999999999,70.40899999999999,70.40899999999999,49.052,49.052,49.052,1,per_node_median,5,20.33,341.245,4.652,34.951499999999996,70.25450000000001,48.9475
clique,4,provider,6,1,21.33,21.33,21.33,340.99,340.99,340.99,4.652,4.652,4.652,34.828,34.828,34.828,69.381,69.381,69.381,48.338,48.338,48.338,1,per_node_median,5,21.33,341.245,4.652,34.951499999999996,70.40899999999999,49.052
clique,4,provider,7,1,20.33,20.33,20.33,341.265,341.265,341.265,4.652,4.652,4.652,34.965,34.965,34.965,70.735,70.735,70.735,49.2795,49.2795,49.2795,1,per_node_median,5,21.64,341.265,4.652,34.965,70.735,49.2795
clique,4,provider,8,1,23.27,23.27,23.27,342.765,342.765,342.765,4.652,4.652,4.652,34.965,34.965,34.965,70.8895,70.8895,70.8895,49.388999999999996,49.388999999999996,49.388999999999996,1,per_node_median,5,21.33,342.765,4.652,34.965,70.8895,49.388999999999996
clique,4,provider,9,1,22.555,22.555,22.555,342.86,342.86,342.86,4.652,4.652,4.652,34.965,34.965,34.965,71.0235,71.0235,71.0235,49.483999999999995,49.483999999999995,49.483999999999995,1,per_node_median,5,20.6,342.86,4.652,34.965,71.0235,49.483999999999995
clique,4,provider,10,1,20.6,20.6,20.6,342.87,342.87,342.87,4.652,4.652,4.652,34.965,34.965,34.965,71.176,71.176,71.176,49.588499999999996,49.588499999999996,49.588499999999996,1,per_node_median,5,21.61,342.865,4.652,34.965,71.176,49.588499999999996
clique,4,provider,11,1,20.185000000000002,20.185000000000002,20.185000000000002,342.865,342.865,342.865,4.652,4.652,4.652,35.01,35.01,35.01,71.32849999999999,71.32849999999999,71.32849999999999,49.691,49.691,49.691,1,per_node_median,5,21.61,342.87,4.652,35.01,71.32849999999999,49.691
clique,4,provider,12,1,21.61,21.61,21.61,342.93,342.93,342.93,4.652,4.652,4.652,35.01,35.01,35.01,71.485,71.485,71.485,49.796,49.796,49.796,1,per_node_median,5,21.395,342.93,4.652,35.01,71.485,49.796
clique,4,provider,13,1,23.055,23.055,23.055,343.20500000000004,343.20500000000004,343.20500000000004,4.652,4.652,4.652,35.01,35.01,35.01,71.63749999999999,71.63749999999999,71.63749999999999,49.9015,49.9015,49.9015,1,per_node_median,5,21.395,343.20500000000004,4.652,35.01,71.63749999999999,49.9015
clique,4,provider,14,1,21.395,21.395,21.395,343.20500000000004,343.20500000000004,343.20500000000004,4.652,4.652,4.652,35.01,35.01,35.01,71.811,71.811,71.811,50.0205,50.0205,50.0205,1,per_node_median,5,21.395,343.20500000000004,4.652,35.01,71.811,50.0205
clique,4,provider,15,1,20.215,20.215,20.215,343.21,343.21,343.21,4.652,4.652,4.652,35.01,35.01,35.01,71.98949999999999,71.98949999999999,71.98949999999999,50.141999999999996,50.141999999999996,50.141999999999996,1,per_node_median,5,20.215,343.20500000000004,4.652,35.01,71.98949999999999,50.141999999999996
clique,4,provider,16,1,19.814999999999998,19.814999999999998,19.814999999999998,343.18,343.18,343.18,4.652,4.652,4.652,35.01,35.01,35.01,72.1685,72.1685,72.1685,50.2665,50.2665,50.2665,1,per_node_median,5,19.814999999999998,343.21,4.652,35.01,72.1685,50.2665
clique,4,provider,17,1,19.235,19.235,19.235,343.21500000000003,343.21500000000003,343.21500000000003,4.652,4.652,4.652,35.01,35.01,35.01,72.348,72.348,72.348,50.388999999999996,50.388999999999996,50.388999999999996,1,per_node_median,5,19.235,343.21500000000003,4.652,35.01,72.348,50.388999999999996
clique,4,provider,18,1,18.09,18.09,18.09,343.4,343.4,343.4,4.652,4.652,4.652,35.102,35.102,35.102,73.731,73.731,73.731,51.345,51.345,51.345,1,per_node_median,5,18.09,343.4,4.652,35.01,72.348,50.388999999999996
clique,4,provider,19,1,8.36,8.36,8.36,343.41,343.41,343.41,4.652,4.652,4.652,35.207,35.207,35.207,73.78,73.78,73.78,51.381,51.381,51.381,1,per_node_median,5,8.36,343.4,4.652,35.102,72.548,50.532
clique,4,provider,20,1,6.805,6.805,6.805,343.66999999999996,343.66999999999996,343.66999999999996,4.652,4.652,4.652,34.882999999999996,34.882999999999996,34.882999999999996,70.11500000000001,70.11500000000001,70.11500000000001,48.8475,48.8475,48.8475,1,per_node_median,5,6.805,343.4,4.652,35.1485,72.548,50.532
clique,4,provider,21,1,4.7,4.7,4.7,342.745,342.745,342.745,4.652,4.652,4.652,35.1485,35.1485,35.1485,72.548,72.548,72.548,50.532,50.532,50.532,1,per_node_median,5,4.7,342.765,4.652,35.1485,72.548,50.532
clique,4,provider,22,1,3.255,3.255,3.255,342.76,342.76,342.76,4.652,4.652,4.652,35.1485,35.1485,35.1485,72.548,72.548,72.548,50.532,50.532,50.532,1,per_node_median,5,3.915,342.765,4.652,35.1485,72.548,50.532
clique,4,provider,23,1,3.915,3.915,3.915,342.765,342.765,342.765,4.652,4.652,4.652,35.1485,35.1485,35.1485,72.5495,72.5495,72.5495,50.533500000000004,50.533500000000004,50.533500000000004,1,per_node_median,5,3.41,342.765,4.652,35.1485,72.5495,50.533500000000004
clique,4,provider,24,1,3.41,3.41,3.41,342.86,342.86,342.86,4.652,4.652,4.652,35.254,35.254,35.254,73.797,73.797,73.797,51.396,51.396,51.396,1,per_node_median,5,3.255,342.765,4.652,35.254,73.797,51.396
clique,4,provider,25,1,2.9299999999999997,2.9299999999999997,2.9299999999999997,343.055,343.055,343.055,4.6775,4.6775,4.6775,35.373,35.373,35.373,74.964,74.964,74.964,52.2,52.2,52.2,1,per_node_median,5,3.34,342.765,4.652,35.254,73.797,51.396
clique,4,provider,26,1,3.045,3.045,3.045,342.11,342.11,342.11,4.703,4.703,4.703,35.6365,35.6365,35.6365,77.34450000000001,77.34450000000001,77.34450000000001,53.8395,53.8395,53.8395,1,per_node_median,5,3.045,342.11,4.6775,35.254,73.797,51.396
clique,4,provider,27,1,3.34,3.34,3.34,341.09,341.09,341.09,4.652,4.652,4.652,35.254,35.254,35.254,73.797,73.797,73.797,51.396,51.396,51.396,1,per_node_median,5,2.9875,341.6,4.6775,35.3135,74.3805,51.798
clique,4,provider,28,1,2.8449999999999998,2.8449999999999998,2.8449999999999998,337.05499999999995,337.05499999999995,337.05499999999995,4.6775,4.6775,4.6775,35.0015,35.0015,35.0015,71.57650000000001,71.57650000000001,71.57650000000001,49.852000000000004,49.852000000000004,49.852000000000004,1,per_node_median,5,3.045,341.09,4.6775,35.254,73.797,51.396
clique,10,consumer,0,8,0.4275,0.39,0.45,344.53249999999997,337.865,367.90250000000003,0.002,0.0,0.07050000000000001,29.139499999999998,28.973875,29.47825,19.337,18.625375,22.258874999999996,15.894,15.0745,19.926875,8,per_node_median,5,3.9250000000000003,345.12,0.002,29.159,19.342750000000002,15.89825
clique,10,consumer,1,8,5.074999999999999,4.71875,5.4375,345.62,338.15500000000003,368.24125,0.002,0.0,0.07050000000000001,29.159,28.973875,29.621875,19.74275,18.629375,22.2625,16.2415,15.078875,19.931375,8,per_node_median,5,3.9037500000000005,345.11875,0.002,29.159,19.342750000000002,15.89825
clique,10,consumer,2,8,3.9250000000000003,3.72375,4.1587499999999995,345.12,337.21375,368.2375,0.002,0.0,0.07050000000000001,29.159,28.987,29.47825,19.342750000000002,18.629375,22.2625,15.89825,15.078875,19.931375,8,per_node_median,5,3.8825000000000003,345.12,0.002,29.159,19.342750000000002,15.89825
clique,10,consumer,3,8,3.8825000000000003,3.7212499999999995,4.0775,345.1175,337.21000000000004,368.24625000000003,0.002,0.0,0.07050000000000001,29.159,29.000125,29.488750000000003,19.342750000000002,18.629375,22.2625,15.89825,15.078875,19.931375,8,per_node_median,5,3.8825000000000003,345.12,0.002,29.159,19.34525,15.90025
clique,10,consumer,4,8,3.495,3.35,3.7775,345.12,337.34875,368.2425,0.002,0.0,0.07050000000000001,29.1765,29.000125,29.488750000000003,19.34525,18.63275,22.263,15.90025,15.08,19.9325,8,per_node_median,5,3.8825000000000003,345.12,0.002,29.1765,19.342750000000002,15.89825
clique,10,consumer,5,8,3.4800000000000004,3.3512500000000003,3.96375,345.12,337.34875,368.235,0.002,0.0,0.07050000000000001,29.1765,29.007,29.5075,19.34525,18.63275,22.263,15.90025,15.080375,19.9325,8,per_node_median,5,3.7025,345.1175,0.002,29.1765,19.34525,15.90025
clique,10,consumer,6,8,5.2,4.97625,5.41375,344.99,337.34,368.2875,0.002,0.0,0.07050000000000001,29.1765,29.007,29.366875,18.94725,18.636875,22.267875,15.561250000000001,15.084375,19.937125,8,per_node_median,5,3.63,344.99,0.002,29.1765,19.34525,15.90025
clique,10,consumer,7,8,3.7025,3.2575000000000003,3.8850000000000002,344.59999999999997,336.37625,368.24875,0.002,0.0,0.07050000000000001,29.1765,29.007,29.51725,19.349249999999998,18.637,22.270625,15.9055,15.085374999999999,19.9385,8,per_node_median,5,3.63,344.59999999999997,0.002,29.1765,19.349249999999998,15.9055
clique,10,consumer,8,8,3.63,3.4987500000000002,3.8012500000000005,344.59749999999997,336.37125000000003,368.2625,0.002,0.0,0.07050000000000001,29.1815,29.017375,29.51725,19.349249999999998,18.637,22.270625,15.905749999999998,15.085374999999999,19.9385,8,per_node_median,5,3.63,344.59749999999997,0.002,29.1815,19.349249999999998,15.905749999999998
clique,10,consumer,9,8,3.57,3.30125,3.9137500000000003,344.53499999999997,337.33875,368.24249999999995,0.002,0.0,0.07050000000000001,29.1895,29.0745,29.51725,19.69025,18.637,22.270625,16.05125,15.233625,19.939,8,per_node_median,5,3.63,344.59749999999997,0.002,29.1895,19.3495,15.905999999999999
clique,10,consumer,10,8,3.555,3.1325,3.9087500000000004,344.59749999999997,337.17875,368.25,0.002,0.0,0.07050000000000001,29.1895,29.017375,29.51725,19.3495,18.637,22.270625,15.905999999999999,15.0855,19.939,8,per_node_median,5,3.63,344.59749999999997,0.002,29.1895,19.4055,15.9485
clique,10,consumer,11,8,23.529999999999998,20.896250000000002,24.557499999999997,345.0975,337.5,369.06875,0.002,0.0,0.07050000000000001,29.1895,29.017375,29.531875,19.4055,18.68525,22.32125,15.9485,15.126999999999999,19.98125,8,per_node_median,5,23.529999999999998,345.0975,0.002,29.1895,19.503,16.0175
clique,10,consumer,12,8,25.73,25.12375,26.70625,345.125,337.38625,370.47749999999996,0.002,0.0,0.07050000000000001,29.1895,29.017375,29.531875,19.503,18.783749999999998,22.4295,16.0175,15.192124999999999,20.055875,8,per_node_median,5,24.9075,345.125,0.002,29.1895,19.503,16.0175
clique,10,consumer,13,8,24.9075,23.98125,25.137500000000003,345.24249999999995,337.32500000000005,370.4575,0.002,0.0,0.07050000000000001,29.19625,29.02625,29.531875,19.601750000000003,18.885625,22.55675,16.087,15.259875000000001,20.142625000000002,8,per_node_median,5,25.1725,345.24249999999995,0.002,29.19625,19.601750000000003,16.087
clique,10,consumer,14,8,25.1725,23.763749999999998,25.74125,345.275,338.845,369.98999999999995,0.002,0.0,0.07050000000000001,29.204,29.02625,29.531875,19.7065,18.980625,22.682499999999997,16.15625,15.32775,20.226749999999996,8,per_node_median,5,25.445,345.275,0.002,29.204,19.7065,16.15625
clique,10,consumer,15,8,25.445,23.5425,26.11375,345.40999999999997,338.495,369.7475,0.002,0.0,0.07050000000000001,29.204,29.02625,29.486,19.808,19.08175,22.812875000000002,16.226,15.396,20.316375,8,per_node_median,5,25.445,345.40999999999997,0.002,29.204,19.808,16.226
clique,10,consumer,16,8,32.147499999999994,30.7325,34.38625,346.03999999999996,338.79125,370.575,0.002,0.0,0.07050000000000001,29.204,29.02625,29.531875,19.927999999999997,19.195249999999998,22.943875,16.314,15.479500000000002,20.412625,8,per_node_median,5,25.445,345.40999999999997,0.002,29.204,19.927999999999997,16.314
clique,10,consumer,17,8,26.3675,25.4525,27.3175,345.8625,339.58750000000003,370.67375,0.002,0.0,0.07050000000000001,29.204,29.02625,29.531875,20.04625,19.3135,23.08025,16.398,15.557875,20.505875,8,per_node_median,5,25.445,345.4825,0.002,29.204,20.04625,16.398
clique,10,consumer,18,8,23.575,22.14625,23.95,345.0475,338.77875,369.49875,0.002,0.0,0.07050000000000001,29.2275,29.049125,29.531875,20.1695,19.424125,23.213375,16.47925,15.6385,20.597625,8,per_node_median,5,23.7125,345.8625,0.002,29.2275,20.1695,16.47925
clique,10,consumer,19,8,23.7125,22.3175,24.31625,345.4825,337.5675,369.56,0.002,0.0,0.07050000000000001,29.250999999999998,29.049125,29.531875,20.28275,19.533250000000002,23.347625,16.556,15.714249999999998,20.688750000000002,8,per_node_median,5,23.7125,345.8625,0.002,29.250999999999998,20.28275,16.556
clique,10,consumer,20,8,23.697499999999998,22.40125,24.03,346.11,338.78125,369.34375,0.002,0.0,0.07050000000000001,29.250999999999998,29.049125,29.531875,20.39175,19.642625,23.473750000000003,16.63075,15.787375,20.7745,8,per_node_median,5,23.697499999999998,346.11,0.002,29.250999999999998,20.39175,16.63075
clique,10,consumer,21,8,27.2375,25.5575,28.76375,347.03499999999997,339.94124999999997,370.1775,0.002,0.0,0.07050000000000001,29.250999999999998,29.049125,29.531875,20.475250000000003,19.727000000000004,23.575875,16.725749999999998,15.8495,20.86375,8,per_node_median,5,23.697499999999998,347.015,0.002,29.250999999999998,20.475250000000003,16.725749999999998
clique,10,consumer,22,8,13.9125,13.655,14.60125,347.015,339.28,370.28625,0.002,0.0,0.07050000000000001,29.250999999999998,29.049125,29.531875,20.499499999999998,19.758125,23.60675,16.80025,15.854875,20.919875,8,per_node_median,5,13.9125,347.03499999999997,0.002,29.250999999999998,20.499499999999998,16.80025
clique,10,consumer,23,8,12.035,11.178749999999999,12.993749999999999,347.0725,339.52250000000004,370.2625,0.002,0.0,0.07050000000000001,29.250999999999998,29.049125,29.531875,20.52475,19.787875,23.636375,16.87425,15.86125,20.97225,8,per_node_median,5,12.035,347.0725,0.002,29.250999999999998,20.52475,16.87425
clique,10,consumer,24,8,10.969999999999999,9.778749999999999,11.969999999999999,347.16999999999996,338.5325,370.23,0.002,0.0,0.07050000000000001,29.250999999999998,29.049125,29.531875,20.54875,19.817500000000003,24.2965,16.94675,15.87875,21.536375,8,per_node_median,5,12.035,347.13,0.002,29.250999999999998,20.54875,16.94675
clique,10,consumer,25,8,10.8125,9.395,12.63875,347.13,338.1625,369.86625000000004,0.002,0.0,0.07050000000000001,29.250999999999998,29.049125,29.531875,20.573999999999998,19.844500000000004,23.695125,17.018250000000002,15.899875,21.07825,8,per_node_median,5,10.969999999999999,347.16999999999996,0.002,29.250999999999998,20.573999999999998,17.018250000000002
clique,10,consumer,26,8,19.4,18.09,20.15625,347.385,337.43874999999997,370.26875,0.002,0.0,0.07050000000000001,29.250999999999998,29.049125,29.531875,20.625999999999998,19.881,23.74375,17.08025,15.939125,21.147375,8,per_node_median,5,10.8125,347.16999999999996,0.002,29.250999999999998,20.625999999999998,17.08025
clique,10,consumer,27,8,8.24,7.30625,9.256250000000001,347.1725,335.53625,370.87874999999997,0.002,0.0,0.07050000000000001,29.250999999999998,29.049125,29.531875,20.636,19.890125,23.764000000000003,17.08625,15.943999999999999,21.195999999999998,8,per_node_median,5,8.24,347.16749999999996,0.002,29.250999999999998,20.636,17.08625
clique,10,consumer,28,8,6.6075,6.335,7.4937499999999995,347.16749999999996,335.5375,370.45124999999996,0.002,0.0,0.07050000000000001,29.27825,29.049125,29.531875,20.64575,19.900375,23.784,17.0925,15.949874999999999,21.244750000000003,8,per_node_median,5,7.6825,347.16749999999996,0.002,29.27825,20.64575,17.0925
clique,10,consumer,29,8,7.41,6.82375,8.647499999999999,347.16749999999996,335.555,370.86249999999995,0.002,0.0,0.07050000000000001,29.27825,29.049125,29.531875,20.655,19.909000000000002,23.8035,17.097749999999998,15.955,21.291624999999996,8,per_node_median,5,7.6825,347.16749999999996,0.002,29.27825,20.655,17.097749999999998
clique,10,consumer,30,8,7.6825,7.06625,8.30375,346.8275,335.54125,370.48625,0.002,0.0,0.07050000000000001,29.27825,29.049125,29.531875,20.664,19.918,23.823875,17.103,15.960125000000001,21.339624999999998,8,per_node_median,5,7.41,346.8275,0.002,29.27825,20.664,17.103
clique,10,consumer,31,8,10.875,10.26,11.838750000000001,346.7675,335.76,370.3075,0.002,0.0,0.07050000000000001,29.27825,29.049125,29.531875,20.6885,19.945125,23.857999999999997,17.12375,15.98075,21.38725,8,per_node_median,5,7.41,346.8275,0.002,29.27825,20.6885,17.12375
