consensus,mec_count,role,elapsed_s,nodes,cpu_percent_median,cpu_percent_q1,cpu_percent_q3,mem_mb_median,mem_mb_q1,mem_mb_q3,blk_read_mb_median,blk_read_mb_q1,blk_read_mb_q3,blk_write_mb_median,blk_write_mb_q1,blk_write_mb_q3,net_rx_mb_median,net_rx_mb_q1,net_rx_mb_q3,net_tx_mb_median,net_tx_mb_q1,net_tx_mb_q3,files,aggregation,rolling_window_s,cpu_percent_median_smooth,mem_mb_median_smooth,blk_read_mb_median_smooth,blk_write_mb_median_smooth,net_rx_mb_median_smooth,net_tx_mb_median_smooth
clique,20,provider,21,4,2.25,2.22375,2.25,426.12250000000006,357.3225,507.87375000000003,1.4495,0.003,4.308,31.63475,31.44675,32.143125,12.63,12.582250000000002,12.652625,12.626,12.565249999999999,12.670875,4,per_node_median,5,2.26,426.12250000000006,1.4495,31.63475,12.63,12.626
clique,20,provider,22,4,2.26,2.2199999999999998,2.26,426.12,357.31875,507.14750000000004,1.4495,0.003,4.308,31.3065,30.975,32.1225,12.555250000000001,12.315249999999999,12.654875,12.58425,12.3475,12.67275,4,per_node_median,5,2.26,426.12250000000006,1.4495,31.63475,12.63,12.626
clique,20,provider,23,4,3.83,3.6875,3.9225,426.13,357.32000000000005,507.20124999999996,1.4495,0.003,4.308,31.6475,31.44675,32.16225,12.6435,12.593499999999999,12.66375,12.633,12.572375,12.677624999999999,4,per_node_median,5,2.5675,426.13,1.4495,31.6475,12.6435,12.633
clique,20,provider,24,4,2.5675,2.53625,2.57125,426.16,357.34625,507.21875000000006,1.4495,0.003,4.308,31.6475,31.44675,32.166125,12.64775,12.5975,12.668375000000001,12.638,12.576999999999998,12.683,4,per_node_median,5,3.83,426.16,1.4495,31.6475,12.64775,12.638
clique,20,provider,25,4,22.0975,20.4625,23.57625,427.875,359.01625,510.32500000000005,1.4495,0.003,4.308,31.66225,31.468875,32.166125,12.714500000000001,12.66475,12.733625,12.704,12.645875,12.746625,4,per_node_median,5,3.995,427.875,1.4495,31.66225,12.714500000000001,12.704
clique,20,provider,26,4,3.995,3.8975,4.155,427.9475,359.46250000000003,510.16875,1.4495,0.003,4.308,31.66225,31.468875,32.166125,12.717749999999999,12.667625000000001,12.738,12.7085,12.648,12.752125,4,per_node_median,5,4.07,427.9475,1.4495,31.66225,12.717749999999999,12.7085
clique,20,provider,27,4,4.07,3.84625,4.295,428.02750000000003,359.59125,510.17,1.4495,0.003,4.308,31.67,31.468875,32.17775,12.719750000000001,12.669625,12.74,12.70975,12.649125000000002,12.75375,4,per_node_median,5,11.5375,428.02750000000003,1.4495,31.67,12.719750000000001,12.70975
clique,20,provider,28,4,11.5375,10.58875,13.447500000000002,429.1125,358.49625000000003,511.80125,1.4495,0.003,4.308,31.67,31.468875,32.17775,12.807,12.756875,12.825875,12.79325,12.735,12.835875000000001,4,per_node_median,5,11.5375,429.0875,1.4495,31.67,12.807,12.79325
clique,20,provider,29,4,40.79,39.465,42.01375,429.0875,359.04375,512.51625,1.4495,0.003,4.308,31.67,31.468875,32.19775,12.9705,12.923625,12.985875,12.951250000000002,12.89925,12.990000000000002,4,per_node_median,5,40.79,429.1125,1.4495,31.67,12.9705,12.951250000000002
clique,20,provider,30,4,57.35,56.62875,58.67,430.01750000000004,360.5575,512.49875,1.4495,0.003,4.308,31.780250000000002,31.518125,32.333875,13.1145,13.067,13.133375000000001,13.085999999999999,13.032,13.128999999999998,4,per_node_median,5,40.79,430.01750000000004,1.4495,31.780250000000002,13.1145,13.085999999999999
clique,20,provider,31,4,51.685,48.44,54.33375,432.255,364.87,512.31,1.4495,0.003,4.308,31.780250000000002,31.518125,32.333875,13.192499999999999,13.145375,13.212499999999999,13.1585,13.09975,13.202625,4,per_node_median,5,40.79,432.255,1.4495,31.780250000000002,13.192499999999999,13.1585
clique,20,provider,32,4,30.569999999999997,28.9,32.318749999999994,433.9425,365.27,515.1424999999999,1.4495,0.003,4.308,31.820500000000003,31.720000000000002,32.334875000000004,13.267,13.242375,13.422749999999999,13.23775,13.2045,13.380749999999999,4,per_node_median,5,34.620000000000005,433.9425,1.4495,31.820500000000003,13.267,13.23775
clique,20,provider,33,4,25.0,24.394999999999996,27.597500000000004,435.305,367.50875,515.9025,1.4495,0.003,4.308,31.820500000000003,31.578500000000002,32.334875000000004,13.4155,13.372625,13.429875,13.353,13.29525,13.396875000000001,4,per_node_median,5,31.697499999999998,435.2575,1.4495,31.820500000000003,13.4155,13.353
clique,20,provider,34,4,34.620000000000005,31.13125,37.68375,435.2575,367.63874999999996,516.10375,1.4495,0.003,4.308,31.820500000000003,31.578500000000002,32.334875000000004,13.5235,13.478750000000002,13.538625,13.448,13.388749999999998,13.49225,4,per_node_median,5,30.569999999999997,435.305,1.4495,31.820500000000003,13.5235,13.448
clique,20,provider,35,4,31.697499999999998,30.146250000000002,32.2125,436.07000000000005,369.13750000000005,516.02625,1.4495,0.003,4.308,31.820500000000003,31.720000000000002,32.334875000000004,13.6155,13.5885,13.758000000000001,13.551,13.517000000000001,13.6785,4,per_node_median,5,27.5225,435.59749999999997,1.4495,31.820500000000003,13.6155,13.526
clique,20,provider,36,4,27.5225,25.316249999999997,29.3675,436.2025,367.82375,517.0849999999999,1.4495,0.003,4.308,31.820500000000003,31.580375000000004,32.334875000000004,13.628250000000001,13.584,13.645000000000001,13.526,13.467,13.571499999999999,4,per_node_median,5,27.5225,435.59749999999997,1.4495,31.820500000000003,13.628250000000001,13.526
clique,20,provider,37,4,16.03,15.3325,17.278750000000002,435.59749999999997,367.81625,516.4775,1.4495,0.003,4.308,31.820500000000003,31.580375000000004,32.437375,13.67325,13.631250000000001,13.689374999999998,13.5585,13.508375000000001,13.599875,4,per_node_median,5,17.7375,435.59749999999997,1.4495,31.820500000000003,13.635,13.551
clique,20,provider,38,4,17.7375,16.72625,18.52625,434.0575,365.71875,516.3199999999999,1.4495,0.003,4.308,31.521500000000003,31.207625,32.363625,13.635,13.444999999999999,13.71125,13.511,13.357125,13.57625,4,per_node_median,5,16.03,435.23749999999995,1.4495,31.820500000000003,13.67325,13.5585
clique,20,provider,39,4,6.1850000000000005,4.9675,7.305,435.2125,366.775,515.94875,1.4495,0.003,4.308,32.1955,31.701625,32.927125000000004,13.786999999999999,13.714,13.979375,13.672999999999998,13.6205,13.82125,4,per_node_median,5,6.1850000000000005,435.2125,1.4495,31.820500000000003,13.756,13.6245
clique,20,provider,40,4,4.8225,4.19,5.598749999999999,435.23749999999995,366.81875,515.94625,1.4495,0.003,4.308,31.820500000000003,31.62675,32.48575,13.756,13.713125,13.775125,13.6245,13.564499999999999,13.67025,4,per_node_median,5,4.8225,435.2125,1.4495,31.820500000000003,13.75825,13.627749999999999
clique,20,provider,41,4,2.9375,2.79625,2.99,435.21,367.31875,515.9024999999999,1.4495,0.003,4.308,31.820500000000003,31.629250000000003,32.48675,13.75825,13.715875,13.7775,13.627749999999999,13.5685,13.673874999999999,4,per_node_median,5,4.6525,435.23749999999995,1.4495,31.820500000000003,13.7615,13.6305
clique,20,provider,42,4,3.4974999999999996,3.4074999999999998,3.7975,435.2425,367.35,516.5174999999999,1.4495,0.003,4.308,31.820500000000003,31.630250000000004,32.48825,13.7615,13.717625,13.781749999999999,13.6305,13.57125,13.677125,4,per_node_median,5,4.555,435.2425,1.4495,31.820500000000003,13.7615,13.6305
clique,20,provider,43,4,4.6525,4.41,4.750000000000001,436.01,367.7575,517.18625,1.4495,0.003,4.308,31.913,31.707375000000003,32.555625,13.77075,13.72775,13.790875,13.64,13.58175,13.686625,4,per_node_median,5,3.4974999999999996,435.315,1.4495,31.913,13.77075,13.64
clique,20,provider,44,4,4.555,4.4025,4.83125,435.315,367.76375,515.22,1.4495,0.003,4.308,31.913,31.712375,32.557125,13.7865,13.737124999999999,13.80975,13.65025,13.591750000000001,13.697875,4,per_node_median,5,4.112500000000001,435.315,1.4495,31.913,13.7865,13.65025
clique,20,provider,45,4,3.1399999999999997,2.89125,3.33875,435.3475,367.7675,515.27,1.4495,0.003,4.308,31.913,31.71375,32.558125,13.788250000000001,13.74,13.8115,13.652750000000001,13.595,13.7005,4,per_node_median,5,4.112500000000001,435.315,1.4495,31.913,13.788250000000001,13.652750000000001
clique,20,provider,46,4,4.112500000000001,3.9425000000000003,4.21,435.1,367.44124999999997,515.2275,1.4495,0.003,4.308,31.913,31.71675,32.559124999999995,13.79175,13.742125,13.818000000000001,13.655999999999999,13.598,13.7045,4,per_node_median,5,4.08,435.1,1.4495,31.913,13.79175,13.655999999999999
clique,20,provider,47,4,3.09,3.0025,3.28875,435.0775,367.16,514.9325,1.4495,0.003,4.308,31.913,31.718125,32.561,13.80125,13.75225,13.827375,13.66625,13.609124999999999,13.714500000000001,4,per_node_median,5,3.305,435.1,1.4495,31.913,13.80125,13.66625
clique,20,provider,48,4,4.08,3.855,4.26125,434.8375,366.84124999999995,514.9175,1.4495,0.003,4.308,31.913,31.719625,32.561,13.805,13.754750000000001,13.831625,13.66825,13.611125,13.717125,4,per_node_median,5,3.715,435.0775,1.4495,31.913,13.805,13.66825
clique,20,provider,49,4,3.305,3.2062500000000003,3.44125,435.3325,367.11125000000004,516.21,1.4495,0.003,4.308,31.913,31.724500000000003,32.73,13.839500000000001,13.764625,14.052249999999999,13.6785,13.621625,13.896875000000001,4,per_node_median,5,3.305,434.8375,1.4495,31.913,13.817499999999999,13.6785
clique,20,provider,50,4,3.715,3.5125,3.95625,434.27,365.62375,514.8725,1.4495,0.003,4.308,31.913,31.7265,32.566874999999996,13.817499999999999,13.766625,13.845125,13.682,13.624875,13.731750000000002,4,per_node_median,5,3.43,434.28499999999997,1.4495,31.913,13.8195,13.682
clique,20,provider,51,4,3.0725,2.8775,3.2775,434.28499999999997,365.68375000000003,514.00375,1.4495,0.003,4.308,31.913,31.7265,32.57025,13.8195,13.769875,13.846625,13.684,13.627624999999998,13.73375,4,per_node_median,5,3.43,434.28499999999997,1.4495,31.913,13.8295,13.684
clique,20,provider,52,4,3.43,3.03625,3.725,434.26750000000004,366.85,514.0275,1.4495,0.003,4.308,31.913,31.729375,32.57025,13.8295,13.778875,13.856874999999999,13.693249999999999,13.636999999999999,13.743875,4,per_node_median,5,3.715,434.27,1.4495,31.913,13.8295,13.693249999999999
clique,20,provider,53,4,5.414999999999999,5.04875,5.6175,435.31,368.05375000000004,514.39625,1.4495,0.003,4.308,32.212,31.792375,33.1155,14.202,13.788874999999999,14.5835,14.018,13.64225,14.39425,4,per_node_median,5,3.43,434.26750000000004,1.4495,31.913,13.85125,13.7075
clique,20,provider,54,4,4.16,4.04375,4.4375,433.63250000000005,366.87750000000005,513.0625,1.4495,0.003,4.308,31.913,31.736250000000002,32.577124999999995,13.85125,13.798875,13.876125,13.7075,13.653375,13.757624999999999,4,per_node_median,5,3.5725000000000002,433.63250000000005,1.4495,31.913,13.855,13.71225
clique,20,provider,55,4,3.36,3.27,3.38,433.5325,366.76875,513.00625,1.4495,0.003,4.308,31.913,31.736250000000002,32.579625,13.855,13.802,13.880875,13.71225,13.65725,13.76325,4,per_node_median,5,3.5725000000000002,433.5825,1.4495,31.913,13.855,13.71225
clique,20,provider,56,4,3.5725000000000002,3.295,3.7062500000000003,433.5525,366.7875,513.03625,1.4495,0.003,4.308,31.913,31.841250000000002,32.5805,13.855,13.802,13.880875,13.71225,13.65725,13.76325,4,per_node_median,5,3.5725000000000002,433.5525,1.4495,31.913,13.855,13.71225
clique,20,provider,57,4,3.4325,3.32125,3.63375,433.5825,366.785,513.08625,1.4495,0.003,4.308,31.913,31.844125000000002,32.582499999999996,13.868,13.814499999999999,13.894875,13.72425,13.67,13.776,4,per_node_median,5,3.4325,433.5325,1.4495,31.913,13.868,13.72425
clique,20,provider,58,4,4.672499999999999,3.87125,5.37875,431.60249999999996,365.2475,511.58,1.4495,0.003,4.308,31.913,31.722500000000004,32.587875,13.868749999999999,13.6355,13.895375,13.72625,13.505624999999998,13.778,4,per_node_median,5,3.5725000000000002,431.99,1.4495,31.913,13.868749999999999,13.72625
clique,20,provider,59,4,3.225,3.085,3.3724999999999996,431.73,365.40999999999997,511.76374999999996,1.4495,0.003,4.308,32.121,31.850500000000004,32.902375,13.88125,13.826875000000001,13.9085,13.738,13.684125,13.790499999999998,4,per_node_median,5,3.6725,431.8425,1.4495,32.121,13.88125,13.738
clique,20,provider,60,4,3.6725,3.3724999999999996,3.9525,431.99,365.46125,512.10125,1.4495,0.003,4.308,32.128750000000004,31.8645,32.911,13.88175,13.829125000000001,13.90925,13.7385,13.684999999999999,13.791125000000001,4,per_node_median,5,3.7275,431.73,1.4495,32.128750000000004,13.88175,13.7385
clique,20,provider,61,4,4.140000000000001,3.75,4.532500000000001,431.8425,365.23875,512.1275,1.4495,0.003,4.308,32.128750000000004,31.8675,32.913000000000004,13.887,13.833875,13.915375,13.743500000000001,13.69075,13.79675,4,per_node_median,5,3.7275,431.7925,1.4495,32.128750000000004,13.887,13.743500000000001
clique,20,provider,62,4,3.7275,3.55375,3.84125,431.475,365.22875,511.56375,1.4495,0.003,4.308,32.128750000000004,31.8685,32.914,13.8985,13.84775,13.9225,13.75225,13.700375000000001,13.804625000000001,4,per_node_median,5,3.7275,431.795,1.4495,32.128750000000004,13.8985,13.75225
clique,20,provider,63,4,4.62,4.4662500000000005,4.75,431.7925,365.73,511.40625,1.4495,0.003,4.308,32.128750000000004,31.874250000000004,32.919875000000005,13.904250000000001,13.852875000000001,13.928875,13.757,13.705375,13.809999999999999,4,per_node_median,5,4.0875,431.795,1.4495,32.128750000000004,13.904250000000001,13.757
clique,20,provider,64,4,3.4775,3.08625,3.75375,431.795,365.89375,512.5074999999999,1.4495,0.003,4.308,32.128750000000004,31.87575,32.92075,13.912500000000001,13.861375,13.93675,13.765749999999999,13.715,13.818499999999998,4,per_node_median,5,3.7275,431.7925,1.4495,32.128750000000004,13.912500000000001,13.765749999999999
clique,20,provider,65,4,4.0875,3.5925000000000002,4.6675,431.795,365.735,512.51875,1.4495,0.003,4.308,32.224500000000006,32.019375000000004,32.92225,13.91775,13.86575,13.942999999999998,13.77025,13.72025,13.823625,4,per_node_median,5,4.0875,431.795,1.4495,32.224500000000006,13.91775,13.77025
clique,20,provider,66,4,2.465,2.3462500000000004,2.5025,431.7925,365.74375,512.50625,1.4495,0.003,4.308,32.372,32.244125000000004,32.924749999999996,13.91775,13.86575,13.942999999999998,13.77025,13.72025,13.823625,4,per_node_median,5,4.0875,431.795,1.4495,32.372,13.91775,13.77025
clique,20,provider,67,4,4.265000000000001,3.9125,4.44375,431.8,365.745,512.51625,1.4495,0.003,4.308,32.372,32.246,32.930125,13.93225,13.878875,13.960875,13.784749999999999,13.734625,13.839125,4,per_node_median,5,4.265000000000001,431.7925,1.4495,32.372,13.93225,13.784749999999999
clique,20,provider,68,4,4.725,4.515000000000001,5.07375,430.82,364.97624999999994,511.54375000000005,1.4495,0.003,4.308,32.372,32.247,32.931124999999994,13.9325,13.881625,13.960875,13.786000000000001,13.736375,13.840250000000001,4,per_node_median,5,4.265000000000001,430.82,1.4495,32.372,13.93225,13.784749999999999
clique,20,provider,69,4,4.41,4.31875,4.78375,429.555,365.20625,509.4325,1.4495,0.003,4.308,32.372,32.251875,32.931124999999994,13.945,13.893,13.9745,13.7975,13.7485,13.852374999999999,4,per_node_median,5,4.265000000000001,430.23749999999995,1.4495,32.372,13.9325,13.786000000000001
clique,20,provider,70,4,2.295,2.1487499999999997,2.53,429.6875,365.43874999999997,509.40125,1.4495,0.003,4.308,32.13475,31.893625,32.932,13.86525,13.675,13.933375,13.7385,13.584875,13.795124999999999,4,per_node_median,5,3.9425,430.23749999999995,1.4495,32.372,13.945,13.7975
clique,20,provider,71,4,3.9425,3.5612500000000002,4.311249999999999,430.23749999999995,364.1425,511.53375,1.4495,0.003,4.308,32.372,32.252875,32.933499999999995,13.95075,13.898499999999999,13.9805,13.80375,13.755624999999998,13.859125,4,per_node_median,5,3.9425,430.12249999999995,1.4495,32.372,13.95075,13.80375
clique,20,provider,72,4,2.25,2.1825,2.39375,430.2925,364.1425,511.61375,1.4495,0.003,4.308,32.372,32.252875,32.933499999999995,13.9575,13.9055,13.987124999999999,13.811,13.762625,13.866499999999998,4,per_node_median,5,3.5475000000000003,430.12249999999995,1.4495,32.372,13.9575,13.811
clique,20,provider,73,4,4.145,4.10625,4.25875,430.12249999999995,364.05125,511.47249999999997,1.4495,0.003,4.308,32.376,32.254374999999996,32.937999999999995,13.95775,13.9055,13.987625,13.81175,13.7635,13.867,4,per_node_median,5,3.5475000000000003,430.12249999999995,1.4495,32.376,13.95775,13.81175
clique,20,provider,74,4,3.5475000000000003,3.33375,3.6475,430.0775,364.05625,511.405,1.4495,0.003,4.308,32.38975,32.254374999999996,32.958625,13.9695,13.912500000000001,14.00175,13.8195,13.771249999999998,13.875250000000001,4,per_node_median,5,2.25,430.0775,1.4495,32.38975,13.95775,13.81175
clique,20,provider,75,4,2.0875000000000004,1.975,2.2,430.0775,364.05499999999995,511.415,1.4495,0.003,4.308,32.38975,32.254374999999996,32.958625,13.9695,13.912500000000001,14.00175,13.82,13.77225,13.8755,4,per_node_median,5,2.6975000000000002,430.0775,1.4495,32.38975,13.9695,13.8195
clique,20,provider,76,4,2.22,2.22,2.22,429.365,364.04375,510.3575,1.4495,0.003,4.308,32.38975,32.254374999999996,32.833125,13.885000000000002,13.69375,13.959750000000001,13.7625,13.62725,13.801375,4,per_node_median,5,2.6975000000000002,430.0775,1.4495,32.38975,13.9695,13.82
clique,20,provider,77,4,2.6975000000000002,2.5475000000000003,2.79875,430.09999999999997,364.07124999999996,511.4375,1.4495,0.003,4.308,32.38975,32.254374999999996,32.958625,13.97375,13.916875000000001,14.008,13.82575,13.776625,13.882,4,per_node_median,5,2.6975000000000002,430.09499999999997,1.4495,32.38975,13.97375,13.82575
clique,20,provider,78,4,3.5875,3.5300000000000002,3.63,430.09499999999997,364.06999999999994,511.42375000000004,1.4495,0.003,4.308,32.408249999999995,32.254374999999996,32.986374999999995,13.97375,13.916875000000001,14.008,13.82575,13.776625,13.882125,4,per_node_median,5,2.6975000000000002,430.09499999999997,1.4495,32.408249999999995,13.97375,13.82575
clique,20,provider,79,4,3.215,2.97375,3.4712499999999995,430.09999999999997,364.07124999999996,511.43125,1.4495,0.003,4.308,32.414,32.254374999999996,32.995,13.978000000000002,13.92125,14.012,13.831,13.782625,13.88675,4,per_node_median,5,2.6975000000000002,430.09749999999997,1.4495,32.414,13.978000000000002,13.831
clique,20,provider,80,4,2.4675000000000002,2.2737499999999997,2.59375,430.09499999999997,364.05999999999995,511.43,1.4495,0.003,4.308,32.414,32.254374999999996,32.995,13.978000000000002,13.921375000000001,14.012,13.83175,13.783124999999998,13.887625,4,per_node_median,5,2.5375,430.09749999999997,1.4495,32.414,13.978000000000002,13.83175
clique,20,provider,81,4,1.975,1.96,2.00625,430.09749999999997,364.0525,511.43874999999997,1.4495,0.003,4.308,32.4385,32.291624999999996,32.995,13.978000000000002,13.921375000000001,14.012,13.83175,13.783124999999998,13.887625,4,per_node_median,5,2.5375,430.09999999999997,1.4495,32.4385,13.978000000000002,13.83175
clique,20,provider,82,4,2.5375,2.2337500000000006,2.8649999999999998,430.135,364.07499999999993,511.76375,1.4495,0.003,4.308,32.4385,32.291624999999996,32.995,13.982,13.925249999999998,14.016,13.83625,13.787749999999999,13.89225,4,per_node_median,5,2.5375,430.13,1.4495,32.4385,13.982,13.83625
clique,20,provider,83,4,2.6975000000000002,2.215,3.1975000000000002,430.1375,364.05999999999995,511.47625,1.4495,0.003,4.308,32.4385,32.291624999999996,32.995,13.991499999999998,13.9325,14.02325,13.8385,13.790000000000001,13.894375,4,per_node_median,5,2.5375,430.135,1.4495,32.4385,13.991499999999998,13.8385
clique,20,provider,84,4,2.9975,2.93875,3.1574999999999998,430.13,364.05625,511.46750000000003,1.4495,0.003,4.308,32.445499999999996,32.291624999999996,33.0055,13.99975,13.941,14.031375,13.8475,13.798875,13.903625,4,per_node_median,5,2.5375,430.1375,1.4495,32.445499999999996,13.99975,13.8475
clique,20,provider,85,4,2.295,2.1062499999999997,2.6625,432.79999999999995,366.1225,514.355,1.4495,0.003,4.308,34.513999999999996,33.985749999999996,35.30975,16.29,16.24775,16.51275,16.0045,15.929749999999999,16.233874999999998,4,per_node_median,5,2.295,432.79999999999995,1.4495,34.513999999999996,16.29,16.0045
clique,20,provider,86,4,2.04,2.015,2.0675,435.695,367.6125,517.35,1.4495,0.003,4.308,35.69725,34.269625000000005,37.208,18.1265,16.7825,19.31575,17.6885,16.408250000000002,18.8265,4,per_node_median,5,2.295,432.79999999999995,1.4495,34.945,16.29,16.0045
clique,20,provider,87,4,2.0925,2.04125,2.3,433.9175,366.39125,516.69125,1.4495,0.003,4.308,35.095,34.44500000000001,36.10475,17.72925,16.778750000000002,18.6985,17.362499999999997,16.456625,18.23475,4,per_node_median,5,2.0925,432.79999999999995,1.4495,34.945,16.29,16.0045
clique,20,provider,88,4,3.58,3.2925,3.6325,430.115,362.635,514.645,1.4495,0.003,4.308,34.945,33.697,35.399249999999995,16.2155,13.99125,18.076,15.9115,13.901499999999999,17.598750000000003,4,per_node_median,5,2.0925,433.9175,1.4495,34.945,16.2155,15.9115
clique,20,provider,89,4,2.01,1.855,2.19,424.3925,357.95125,510.43499999999995,1.4495,0.003,4.308,31.342000000000002,29.798375,32.557375,11.24775,8.74075,14.123999999999999,11.13025,8.5335,13.968875,4,per_node_median,5,2.7262500000000003,432.01625,1.4495,33.1435,13.731625,13.520875
clique,20,provider,90,3,3.3600000000000003,2.63,3.94,492.4,422.01,525.655,0.004,0.002,1.4495,29.295,29.0695,29.827,9.361,8.166500000000001,10.438,9.166,7.8865,10.379000000000001,3,per_node_median,5,3.3600000000000003,430.115,1.4495,31.342000000000002,11.24775,11.13025
clique,30,consumer,0,24,0.54,0.3125,1.3025,414.08750000000003,385.51875,489.95624999999995,0.1055,0.0,0.9139999999999999,47.1025,20.102,47.85875,44.454499999999996,44.280875,44.712,43.683499999999995,43.34100000000001,44.44975000000001,24,per_node_median,5,2.25,414.1025,0.1055,47.1025,44.459,43.686749999999996
clique,30,consumer,1,24,2.25,0.6787500000000001,3.4425,414.1025,385.42625000000004,489.95624999999995,0.1055,0.0,0.9139999999999999,47.1025,20.102,47.85875,44.459,44.286875,44.718,43.686749999999996,43.347500000000004,44.455875000000006,24,per_node_median,5,2.28375,414.095,0.1055,47.1025,44.459,43.686749999999996
clique,30,consumer,2,24,2.84,1.675,3.85625,414.105,385.07375,490.8575,0.1055,0.0,0.9139999999999999,47.1025,20.102,47.85875,44.459,44.286875,44.718375,43.686749999999996,43.347500000000004,44.455875000000006,24,per_node_median,5,2.3175,414.1025,0.1055,47.1025,44.459,43.686749999999996
clique,30,consumer,3,24,2.3175,0.7312500000000001,3.4575,414.08500000000004,385.07,489.98749999999995,0.1055,0.0,0.9139999999999999,47.1025,20.102,47.884875,44.459,44.286875,44.718375,43.686749999999996,43.347500000000004,44.455875000000006,24,per_node_median,5,2.7575,414.1025,0.1055,47.1025,44.459,43.686749999999996
clique,30,consumer,4,24,2.7575,1.8487500000000001,3.41875,414.12,385.06625,489.32625,0.131,0.0,0.9139999999999999,47.11425,20.102,48.162,44.4695,44.357875,44.73725,43.69275,43.353875,44.486999999999995,24,per_node_median,5,2.7575,414.105,0.1055,47.11425,44.46825,43.69275
clique,30,consumer,5,24,3.465,2.8737500000000002,4.14625,414.09000000000003,384.91999999999996,489.105,0.1055,0.0,0.9139999999999999,47.11425,20.102,47.884875,44.46825,44.149375,44.724375,43.69575,42.907875000000004,44.462375,24,per_node_median,5,2.66,414.12,0.1055,47.11425,44.4695,43.69575
clique,30,consumer,6,24,2.1900000000000004,0.6375,3.2887500000000003,414.44500000000005,383.88124999999997,489.10625,0.1055,0.0,0.9139999999999999,47.11425,20.102,47.884875,44.47175,44.29925,44.73075,43.69875,43.36025,44.468875,24,per_node_median,5,2.66,414.12,0.1055,47.11425,44.47175,43.69875
clique,30,consumer,7,24,2.66,1.8775,3.31625,414.1225,383.9525,489.10625,0.1055,0.0,0.9139999999999999,47.12175,20.102,47.884875,44.47175,44.29925,44.73075,43.69875,43.36025,44.468875,24,per_node_median,5,2.635,414.095,0.1055,47.12175,44.47175,43.69875
clique,30,consumer,8,24,2.4725,1.3287499999999999,4.38625,414.09000000000003,383.9525,489.73625000000004,0.1055,0.0,0.9139999999999999,47.12175,20.102,47.909,44.47175,44.29925,44.73075,43.69875,43.36025,44.468875,24,per_node_median,5,2.635,414.095,0.1055,47.12175,44.47175,43.69875
clique,30,consumer,9,24,2.635,1.87,3.2487500000000002,414.095,382.565,489.10625000000005,0.1055,0.0,0.9139999999999999,47.12975,20.102,47.917375,44.4845,44.16775,44.74325,43.71075,42.926500000000004,44.481750000000005,24,per_node_median,5,2.635,414.095,0.1055,47.12975,44.4845,43.71075
clique,30,consumer,10,24,3.3975,2.705,4.3525,414.095,384.05,488.96000000000004,0.1055,0.0,0.9139999999999999,47.12975,20.102,47.934999999999995,44.4875,44.311375000000005,44.74325,43.71375,43.37275,44.481750000000005,24,per_node_median,5,2.635,414.095,0.1055,47.12975,44.4845,43.71075
clique,30,consumer,11,24,2.2075,0.58375,3.37375,414.095,384.02,488.95375,0.1055,0.0,0.9139999999999999,47.140499999999996,20.102,47.934999999999995,44.491,44.317375000000006,44.749375,43.71725,43.34325,44.48825,24,per_node_median,5,2.635,414.095,0.1055,47.12975,44.4875,43.71375
clique,30,consumer,12,24,2.965,1.60375,3.7125000000000004,414.095,384.06000000000006,488.9575,0.1055,0.0,0.9139999999999999,46.89775,20.102,47.934999999999995,44.46575,44.059250000000006,44.749375,43.69475,42.933,44.48825,24,per_node_median,5,2.265,414.095,0.1055,47.140499999999996,44.491,43.71725
clique,30,consumer,13,24,2.2125,0.6125,3.32125,414.095,384.03000000000003,488.95125,0.1055,0.0,0.9139999999999999,47.155249999999995,20.102,47.934999999999995,44.491,44.317375000000006,44.749375,43.71725,43.37925,44.48825,24,per_node_median,5,2.265,414.095,0.1055,47.155249999999995,44.491,43.71725
clique,30,consumer,14,24,2.265,1.2725,3.4075,414.98,384.03000000000003,488.9875,0.1055,0.0,0.9139999999999999,47.155249999999995,20.102,47.937875,44.4975,44.32325,44.755250000000004,43.72325,43.385625,44.494749999999996,24,per_node_median,5,2.265,414.095,0.1055,47.155249999999995,44.491,43.71725
clique,30,consumer,15,24,3.33,2.44125,4.6875,414.98,384.03125,488.22625,0.1055,0.0,0.9139999999999999,47.155249999999995,20.102,47.955875,44.5005,44.32325,44.755375,43.72625,43.385625,44.494749999999996,24,per_node_median,5,2.265,414.98,0.1055,47.155249999999995,44.4975,43.72325
clique,30,consumer,16,24,2.13,0.60625,3.2437500000000004,413.145,384.0325,488.16375,0.1055,0.0,0.9139999999999999,47.155249999999995,20.102,47.70625,44.47875,44.185625,44.707125000000005,43.70675,43.197,44.417125,24,per_node_median,5,2.265,414.98,0.1055,47.155249999999995,44.5005,43.72625
clique,30,consumer,17,24,2.3850000000000002,0.805,3.3162499999999997,414.98,384.035,488.15625,0.1055,0.0,0.9139999999999999,47.155249999999995,20.102,47.955875,44.504,44.32925,44.761375,43.72925,43.391625,44.50075,24,per_node_median,5,2.3850000000000002,414.2525,0.1055,47.155249999999995,44.504,43.72625
clique,30,consumer,18,24,2.1550000000000002,1.4112500000000001,3.5787500000000003,414.22,383.9975,488.1725,0.1055,0.0,0.9139999999999999,47.16225,20.102,47.955875,44.504,44.32925,44.761375,43.72925,43.391625,44.50075,24,per_node_median,5,2.3850000000000002,414.245,0.1055,47.155249999999995,44.504,43.72925
