consensus,mec_count,consumer_id,run_id,file,service_id,has_success,c_bid_collection_ms,c_winner_selection_ms,c_provider_deploy_ms,c_vxlan_setup_ms,c_postcheck_ms,c_total_ms
clique,4,2,16,clique/4-mecs/consumer_2_run_16.csv,service1757579442918,1,8388,70,10027,333,1081,19899
clique,4,2,17,clique/4-mecs/consumer_2_run_17.csv,service1757579477704,1,8813,74,9949,404,1109,20349
clique,4,2,18,clique/4-mecs/consumer_2_run_18.csv,service1757579512270,1,8120,72,9994,394,1096,19676
clique,4,2,19,clique/4-mecs/consumer_2_run_19.csv,service1757579547855,1,8525,61,9961,372,1087,20006
clique,4,2,2,clique/4-mecs/consumer_2_run_2.csv,service1757578956227,1,9271,102,9843,412,1076,20713
clique,4,2,20,clique/4-mecs/consumer_2_run_20.csv,service1757579582345,1,8831,75,9966,338,1106,20317
clique,4,2,3,clique/4-mecs/consumer_2_run_3.csv,service1757578991782,1,9577,63,9977,392,1084,21093
clique,4,2,4,clique/4-mecs/consumer_2_run_4.csv,service1757579025144,1,5079,68,9954,344,1082,16527
clique,4,2,5,clique/4-mecs/consumer_2_run_5.csv,service1757579057463,1,8325,63,9964,351,1095,19799
clique,4,2,6,clique/4-mecs/consumer_2_run_6.csv,service1757579091440,1,9741,69,10008,368,1130,21318
clique,4,2,7,clique/4-mecs/consumer_2_run_7.csv,service1757579128794,1,7933,82,9967,443,1082,19508
clique,4,2,8,clique/4-mecs/consumer_2_run_8.csv,service1757579163407,1,7403,84,9946,348,1094,18876
clique,4,2,9,clique/4-mecs/consumer_2_run_9.csv,service1757579196539,1,9817,75,9880,361,1087,21221
clique,4,3,1,clique/4-mecs/consumer_3_run_1.csv,service1757578923592,1,7829,56,9941,297,1077,19200
clique,4,3,10,clique/4-mecs/consumer_3_run_10.csv,service1757579231637,1,9065,58,9922,346,1064,20455
clique,4,3,11,clique/4-mecs/consumer_3_run_11.csv,service1757579266729,1,9488,61,9931,264,1072,20817
clique,4,3,12,clique/4-mecs/consumer_3_run_12.csv,service1757579301445,1,8981,53,10040,280,1090,20445
clique,4,3,13,clique/4-mecs/consumer_3_run_13.csv,service1757579336720,1,9409,56,10011,243,1072,20792
clique,4,3,14,clique/4-mecs/consumer_3_run_14.csv,service1757579371385,1,9872,66,9912,286,1071,21207
clique,4,3,15,clique/4-mecs/consumer_3_run_15.csv,service1757579407634,1,8113,70,9918,251,1088,19440
clique,4,3,16,clique/4-mecs/consumer_3_run_16.csv,service1757579442211,1,8417,58,9982,262,1077,19798
clique,4,3,17,clique/4-mecs/consumer_3_run_17.csv,service1757579477897,1,8830,58,10014,255,1081,20238
clique,4,3,18,clique/4-mecs/consumer_3_run_18.csv,service1757579512592,1,8134,54,9943,294,1077,19502
clique,4,3,19,clique/4-mecs/consumer_3_run_19.csv,service1757579547355,1,8535,61,10043,267,1076,19983
clique,4,3,2,clique/4-mecs/consumer_3_run_2.csv,service1757578956589,1,9279,91,9900,295,1060,20625
clique,4,3,20,clique/4-mecs/consumer_3_run_20.csv,service1757579582953,1,8831,58,9997,288,1097,20271
clique,4,3,3,clique/4-mecs/consumer_3_run_3.csv,service1757578991622,1,9625,62,9945,243,1073,20948
clique,4,3,4,clique/4-mecs/consumer_3_run_4.csv,service1757579025789,1,5062,61,10006,293,1072,16494
clique,4,3,5,clique/4-mecs/consumer_3_run_5.csv,service1757579057670,1,8335,67,10020,238,1117,19778
clique,4,3,6,clique/4-mecs/consumer_3_run_6.csv,service1757579091186,1,9766,63,9942,254,1081,21107
clique,4,3,7,clique/4-mecs/consumer_3_run_7.csv,service1757579128836,1,8001,62,9908,276,1100,19347
clique,4,3,8,clique/4-mecs/consumer_3_run_8.csv,service1757579163512,1,7381,59,9951,240,1073,18704
clique,4,3,9,clique/4-mecs/consumer_3_run_9.csv,service1757579196529,1,9784,59,9930,248,1079,21100
qbft,10,1,1,qbft/10-mecs/consumer_1_run_1.csv,service1757684117765,1,14247,213,19806,413,1086,35766
qbft,10,1,10,qbft/10-mecs/consumer_1_run_10.csv,service1757684809693,1,17937,151,19805,402,1101,39397
qbft,10,1,11,qbft/10-mecs/consumer_1_run_11.csv,service1757684882340,1,9214,199,19752,417,1088,30671
qbft,10,1,12,qbft/10-mecs/consumer_1_run_12.csv,service1757684959961,1,17576,159,19759,356,1066,38917
qbft,10,1,13,qbft/10-mecs/consumer_1_run_13.csv,service1757685032957,1,8961,169,19816,414,1083,30443
qbft,10,1,14,qbft/10-mecs/consumer_1_run_14.csv,service1757685108435,1,18274,134,19856,364,1088,39716
qbft,10,1,15,qbft/10-mecs/consumer_1_run_15.csv,service1757685184722,1,7667,168,19768,421,1077,29102
qbft,10,1,16,qbft/10-mecs/consumer_1_run_16.csv,service1757685258706,1,18754,154,19800,359,1074,40142
qbft,10,1,17,qbft/10-mecs/consumer_1_run_17.csv,service1757685334510,1,7017,173,19849,340,1065,28444
qbft,10,1,18,qbft/10-mecs/consumer_1_run_18.csv,service1757685407502,1,19546,120,19761,420,1085,40933
qbft,10,1,19,qbft/10-mecs/consumer_1_run_19.csv,service1757685484725,1,7152,156,19787,404,1078,28577
qbft,10,1,2,qbft/10-mecs/consumer_1_run_2.csv,service1757684191477,1,5605,163,19900,367,1103,27138
qbft,10,1,20,qbft/10-mecs/consumer_1_run_20.csv,service1757685558625,1,13517,162,19747,362,1083,34871
qbft,10,1,3,qbft/10-mecs/consumer_1_run_3.csv,service1757684262991,1,14932,145,19839,378,1136,36431
qbft,10,1,4,qbft/10-mecs/consumer_1_run_4.csv,service1757684337533,1,15003,201,19721,466,1084,36475
qbft,10,1,5,qbft/10-mecs/consumer_1_run_5.csv,service1757684412831,1,14314,155,19825,411,1081,35787
qbft,10,1,6,qbft/10-mecs/consumer_1_run_6.csv,service1757684487172,1,14696,120,19829,410,1083,36139
qbft,10,1,7,qbft/10-mecs/consumer_1_run_7.csv,service1757684487172,1,14696,120,19829,410,1083,36139
qbft,10,1,8,qbft/10-mecs/consumer_1_run_8.csv,service1757684487172,1,14696,120,19829,410,1083,36139
qbft,10,1,9,qbft/10-mecs/consumer_1_run_9.csv,service1757684733328,1,8038,169,19878,381,1111,29578
qbft,10,2,1,qbft/10-mecs/consumer_2_run_1.csv,service1757684117407,1,14289,248,19697,466,1075,35776
qbft,10,2,10,qbft/10-mecs/consumer_2_run_10.csv,service1757684809545,1,7960,255,19650,434,1147,29447
qbft,10,2,11,qbft/10-mecs/consumer_2_run_11.csv,service1757684882844,1,19352,189,19691,501,1122,40855
qbft,10,2,12,qbft/10-mecs/consumer_2_run_12.csv,service1757684959104,1,7484,237,19729,566,1128,29153
qbft,10,2,13,qbft/10-mecs/consumer_2_run_13.csv,service1757685033802,1,8976,216,19745,464,1140,30542
qbft,10,2,14,qbft/10-mecs/consumer_2_run_14.csv,service1757685108442,1,13332,292,19614,477,1081,34797
qbft,10,2,15,qbft/10-mecs/consumer_2_run_15.csv,service1757685184113,1,12701,197,19790,458,1087,34242
qbft,10,2,16,qbft/10-mecs/consumer_2_run_16.csv,service1757685258946,1,13807,154,19746,397,1099,35204
qbft,10,2,17,qbft/10-mecs/consumer_2_run_17.csv,service1757685334189,1,6923,253,19840,467,1177,28661
qbft,10,2,18,qbft/10-mecs/consumer_2_run_18.csv,service1757685407564,1,14465,235,19667,493,1095,35955
qbft,10,2,19,qbft/10-mecs/consumer_2_run_19.csv,service1757685484872,1,12147,175,19781,453,1135,33705
qbft,10,2,2,qbft/10-mecs/consumer_2_run_2.csv,service1757684191711,1,10741,184,19734,419,1092,32171
qbft,10,2,20,qbft/10-mecs/consumer_2_run_20.csv,service1757685558223,1,8518,184,19827,483,1104,30117
qbft,10,2,3,qbft/10-mecs/consumer_2_run_3.csv,service1757684262964,1,9883,186,19801,406,1096,31373
qbft,10,2,4,qbft/10-mecs/consumer_2_run_4.csv,service1757684337246,1,20041,148,19820,364,1079,41452
qbft,10,2,5,qbft/10-mecs/consumer_2_run_5.csv,service1757684412769,1,9325,177,19713,506,1074,30796
qbft,10,2,6,qbft/10-mecs/consumer_2_run_6.csv,service1757684487249,1,9729,181,19834,402,1086,31233
qbft,10,2,7,qbft/10-mecs/consumer_2_run_7.csv,service1757684487249,1,9729,181,19834,402,1086,31233
qbft,10,2,8,qbft/10-mecs/consumer_2_run_8.csv,service1757684487249,1,9729,181,19834,402,1086,31233
qbft,10,2,9,qbft/10-mecs/consumer_2_run_9.csv,service1757684733551,1,13040,182,19723,459,1105,34510
qbft,10,3,1,qbft/10-mecs/consumer_3_run_1.csv,service1757684117366,1,19398,140,19778,274,1067,40657
qbft,10,3,10,qbft/10-mecs/consumer_3_run_10.csv,service1757684809966,1,12997,149,19755,327,1072,34300
qbft,10,3,11,qbft/10-mecs/consumer_3_run_11.csv,service1757684882342,1,14288,168,19739,472,1087,35755
qbft,10,3,12,qbft/10-mecs/consumer_3_run_12.csv,service1757684959692,1,17620,120,19800,363,1089,38994
qbft,10,3,13,qbft/10-mecs/consumer_3_run_13.csv,service1757685032139,1,19061,108,19840,337,1091,40437
qbft,10,3,14,qbft/10-mecs/consumer_3_run_14.csv,service1757685108507,1,18332,133,19788,317,1114,39685
qbft,10,3,15,qbft/10-mecs/consumer_3_run_15.csv,service1757685184441,1,17714,125,19773,422,1084,39119
qbft,10,3,16,qbft/10-mecs/consumer_3_run_16.csv,service1757685258209,1,18803,148,19806,394,1079,40230
qbft,10,3,17,qbft/10-mecs/consumer_3_run_17.csv,service1757685334580,1,17070,121,19922,359,1114,38586
qbft,10,3,18,qbft/10-mecs/consumer_3_run_18.csv,service1757685407391,1,14538,145,19727,349,1085,35844
qbft,10,3,19,qbft/10-mecs/consumer_3_run_19.csv,service1757685484236,1,7217,152,19757,358,1083,28567
qbft,10,3,2,qbft/10-mecs/consumer_3_run_2.csv,service1757684191292,1,15736,103,19833,288,1071,37032
qbft,10,3,20,qbft/10-mecs/consumer_3_run_20.csv,service1757685558249,1,18503,149,19806,323,1080,39861
qbft,10,3,3,qbft/10-mecs/consumer_3_run_3.csv,service1757684262474,1,19986,94,19871,257,1062,41271
qbft,10,3,4,qbft/10-mecs/consumer_3_run_4.csv,service1757684337328,1,19976,111,19925,288,1072,41373
qbft,10,3,5,qbft/10-mecs/consumer_3_run_5.csv,service1757684412828,1,19384,104,19886,284,1064,40723
qbft,10,3,6,qbft/10-mecs/consumer_3_run_6.csv,service1757684487844,1,19741,104,19849,299,1072,41066
qbft,10,3,7,qbft/10-mecs/consumer_3_run_7.csv,service1757684487742,1,9713,140,19915,333,1083,31185
qbft,10,3,8,qbft/10-mecs/consumer_3_run_8.csv,service1757684487742,1,9713,140,19915,333,1083,31185
qbft,10,3,9,qbft/10-mecs/consumer_3_run_9.csv,service1757684733170,1,18100,116,19816,333,1093,39459
qbft,10,4,1,qbft/10-mecs/consumer_4_run_1.csv,service1757684117172,1,14375,246,19592,399,1081,35693
qbft,10,4,10,qbft/10-mecs/consumer_4_run_10.csv,service1757684809907,1,12814,150,19821,359,1110,34254
qbft,10,4,11,qbft/10-mecs/consumer_4_run_11.csv,service1757684882714,1,14294,195,19775,453,1101,35821
qbft,10,4,12,qbft/10-mecs/consumer_4_run_12.csv,service1757684959655,1,12583,232,19657,411,1104,33988
qbft,10,4,13,qbft/10-mecs/consumer_4_run_13.csv,service1757685032249,1,19038,163,19767,315,1089,40373
qbft,10,4,14,qbft/10-mecs/consumer_4_run_14.csv,service1757685108803,1,13301,217,19735,472,1100,34826
qbft,10,4,15,qbft/10-mecs/consumer_4_run_15.csv,service1757685184172,1,12652,219,19806,341,1095,34117
qbft,10,4,16,qbft/10-mecs/consumer_4_run_16.csv,service1757685258830,1,8721,251,19644,484,1089,30190
qbft,10,4,17,qbft/10-mecs/consumer_4_run_17.csv,service1757685334966,1,12078,192,19798,392,1103,33564
qbft,10,4,18,qbft/10-mecs/consumer_4_run_18.csv,service1757685407503,1,14421,268,19683,435,1102,35910
qbft,10,4,19,qbft/10-mecs/consumer_4_run_19.csv,service1757685484575,1,12114,196,19724,434,1103,33572
qbft,10,4,2,qbft/10-mecs/consumer_4_run_2.csv,service1757684191281,1,5658,197,19734,325,1102,27017
qbft,10,4,20,qbft/10-mecs/consumer_4_run_20.csv,service1757685558557,1,18582,170,19653,389,1070,39867
qbft,10,4,3,qbft/10-mecs/consumer_4_run_3.csv,service1757684262690,1,14941,174,19766,329,1107,36317
qbft,10,4,4,qbft/10-mecs/consumer_4_run_4.csv,service1757684337301,1,9984,251,19735,377,1080,31427
qbft,10,4,5,qbft/10-mecs/consumer_4_run_5.csv,service1757684412446,1,9274,180,19847,354,1081,30737
qbft,10,4,6,qbft/10-mecs/consumer_4_run_6.csv,service1757684487742,1,9713,140,19915,333,1083,31185
qbft,10,4,7,qbft/10-mecs/consumer_4_run_7.csv,service1757684412446,1,9274,180,19847,354,1081,30737
qbft,10,4,8,qbft/10-mecs/consumer_4_run_8.csv,service1757684412446,1,9274,180,19847,354,1081,30737
qbft,10,4,9,qbft/10-mecs/consumer_4_run_9.csv,service1757684733620,1,8012,189,19731,401,1122,29457
qbft,10,5,1,qbft/10-mecs/consumer_5_run_1.csv,service1757684117939,1,19345,155,19752,322,1074,40649
qbft,10,5,10,qbft/10-mecs/consumer_5_run_10.csv,service1757684809439,1,7969,201,19754,534,1121,29579
qbft,10,5,11,qbft/10-mecs/consumer_5_run_11.csv,service1757684882841,1,14250,283,19638,496,1104,35772
qbft,10,5,12,qbft/10-mecs/consumer_5_run_12.csv,service1757684959288,1,7535,204,19682,527,1119,29070
qbft,10,5,13,qbft/10-mecs/consumer_5_run_13.csv,service1757685032801,1,13972,164,19804,430,1108,35479
qbft,10,5,14,qbft/10-mecs/consumer_5_run_14.csv,service1757685108203,1,8234,222,19836,467,1073,29832
qbft,10,5,15,qbft/10-mecs/consumer_5_run_15.csv,service1757685184859,1,12703,156,19778,463,1081,34181
qbft,10,5,16,qbft/10-mecs/consumer_5_run_16.csv,service1757685258165,1,8751,212,19728,526,1134,30352
qbft,10,5,17,qbft/10-mecs/consumer_5_run_17.csv,service1757685334783,1,12077,147,19822,382,1088,33517
qbft,10,5,18,qbft/10-mecs/consumer_5_run_18.csv,service1757685407728,1,9369,295,19690,464,1087,30906
qbft,10,5,19,qbft/10-mecs/consumer_5_run_19.csv,service1757685484282,1,12125,182,19808,477,1101,33700
qbft,10,5,2,qbft/10-mecs/consumer_5_run_2.csv,service1757684191400,1,10714,170,19788,351,1080,32104
qbft,10,5,20,qbft/10-mecs/consumer_5_run_20.csv,service1757685558106,1,8549,186,19759,381,1134,30010
qbft,10,5,3,qbft/10-mecs/consumer_5_run_3.csv,service1757684262598,1,14958,136,19727,386,1092,36300
qbft,10,5,4,qbft/10-mecs/consumer_5_run_4.csv,service1757684337194,1,14983,225,19725,473,1092,36499
qbft,10,5,5,qbft/10-mecs/consumer_5_run_5.csv,service1757684412671,1,14400,142,19729,404,1083,35758
qbft,10,5,6,qbft/10-mecs/consumer_5_run_6.csv,service1757684487938,1,14754,157,19747,345,1120,36123
qbft,10,5,7,qbft/10-mecs/consumer_5_run_7.csv,service1757684487938,1,14754,157,19747,345,1120,36123
qbft,10,5,8,qbft/10-mecs/consumer_5_run_8.csv,service1757684487938,1,14754,157,19747,345,1120,36123
qbft,10,5,9,qbft/10-mecs/consumer_5_run_9.csv,service1757684733338,1,13038,157,19750,461,1097,34505
qbft,10,6,1,qbft/10-mecs/consumer_6_run_1.csv,service1757684117936,1,9490,188,19711,401,1092,30882
qbft,10,6,10,qbft/10-mecs/consumer_6_run_10.csv,service1757684809270,1,18009,121,19765,353,1082,39330
qbft,10,6,11,qbft/10-mecs/consumer_6_run_11.csv,service1757684882286,1,19263,215,19802,373,1074,40728
qbft,10,6,12,qbft/10-mecs/consumer_6_run_12.csv,service1757684959638,1,12666,135,19725,370,1099,33996
qbft,10,6,13,qbft/10-mecs/consumer_6_run_13.csv,service1757685033589,1,14019,170,19794,412,1101,35497
qbft,10,6,14,qbft/10-mecs/consumer_6_run_14.csv,service1757685108668,1,13252,245,19709,498,1103,34810
qbft,10,6,15,qbft/10-mecs/consumer_6_run_15.csv,service1757685184348,1,17767,132,19795,376,1078,39149
qbft,10,6,16,qbft/10-mecs/consumer_6_run_16.csv,service1757685258241,1,13862,217,19696,388,1101,35265
qbft,10,6,17,qbft/10-mecs/consumer_6_run_17.csv,service1757685334899,1,17068,116,19916,330,1087,38517
qbft,10,6,18,qbft/10-mecs/consumer_6_run_18.csv,service1757685407225,1,19558,134,19709,415,1075,40894
qbft,10,6,19,qbft/10-mecs/consumer_6_run_19.csv,service1757685484205,1,17183,114,19819,339,1083,38540
qbft,10,6,2,qbft/10-mecs/consumer_6_run_2.csv,service1757684191937,1,15761,102,19787,322,1062,37034
qbft,10,6,20,qbft/10-mecs/consumer_6_run_20.csv,service1757685558581,1,13623,156,19711,444,1085,35019
qbft,10,6,3,qbft/10-mecs/consumer_6_run_3.csv,service1757684262684,1,19970,102,19792,323,1069,41257
qbft,10,6,4,qbft/10-mecs/consumer_6_run_4.csv,service1757684337412,1,14955,178,19849,384,1086,36453
qbft,10,6,5,qbft/10-mecs/consumer_6_run_5.csv,service1757684412781,1,19407,98,19761,347,1076,40689
qbft,10,6,6,qbft/10-mecs/consumer_6_run_6.csv,service1757684487161,1,19755,102,19894,306,1073,41130
qbft,10,6,7,qbft/10-mecs/consumer_6_run_7.csv,service1757684487161,1,19755,102,19894,306,1073,41130
qbft,10,6,8,qbft/10-mecs/consumer_6_run_8.csv,service1757684487161,1,19755,102,19894,306,1073,41130
qbft,10,6,9,qbft/10-mecs/consumer_6_run_9.csv,service1757684733890,1,18085,122,19796,324,1095,39423
qbft,10,7,1,qbft/10-mecs/consumer_7_run_1.csv,service1757684117613,1,9468,203,19573,490,1123,30858
qbft,10,7,10,qbft/10-mecs/consumer_7_run_10.csv,service1757684809515,1,12938,213,19802,377,1171,34501
qbft,10,7,11,qbft/10-mecs/consumer_7_run_11.csv,service1757684882783,1,9200,297,19636,371,1116,30621
qbft,10,7,12,qbft/10-mecs/consumer_7_run_12.csv,service1757684959264,1,12676,204,19718,396,1096,34090
qbft,10,7,13,qbft/10-mecs/consumer_7_run_13.csv,service1757685032430,1,14013,188,19745,403,1101,35451
qbft,10,7,14,qbft/10-mecs/consumer_7_run_14.csv,service1757685108539,1,8102,206,19734,349,1151,29543
qbft,10,7,15,qbft/10-mecs/consumer_7_run_15.csv,service1757685184663,1,7619,221,19698,432,1112,29083
qbft,10,7,16,qbft/10-mecs/consumer_7_run_16.csv,service1757685258894,1,13801,195,19780,434,1084,35295
qbft,10,7,17,qbft/10-mecs/consumer_7_run_17.csv,service1757685334171,1,12025,185,19737,356,1128,33432
qbft,10,7,18,qbft/10-mecs/consumer_7_run_18.csv,service1757685407576,1,9402,267,19679,437,1094,30880
qbft,10,7,19,qbft/10-mecs/consumer_7_run_19.csv,service1757685484346,1,17215,133,19760,364,1070,38542
qbft,10,7,2,qbft/10-mecs/consumer_7_run_2.csv,service1757684191831,1,10672,213,19732,346,1092,32055
qbft,10,7,20,qbft/10-mecs/consumer_7_run_20.csv,service1757685558952,1,13477,260,19613,406,1080,34837
qbft,10,7,3,qbft/10-mecs/consumer_7_run_3.csv,service1757684262618,1,9869,173,19795,328,1105,31271
qbft,10,7,4,qbft/10-mecs/consumer_7_run_4.csv,service1757684337397,1,10018,201,19663,353,1111,31346
qbft,10,7,5,qbft/10-mecs/consumer_7_run_5.csv,service1757684412767,1,14343,169,19721,374,1087,35695
qbft,10,7,6,qbft/10-mecs/consumer_7_run_6.csv,service1757684487548,1,14726,189,19786,340,1099,36141
qbft,10,7,7,qbft/10-mecs/consumer_7_run_7.csv,service1757684487548,1,14726,189,19786,340,1099,36141
qbft,10,7,8,qbft/10-mecs/consumer_7_run_8.csv,service1757684487548,1,14726,189,19786,340,1099,36141
qbft,10,7,9,qbft/10-mecs/consumer_7_run_9.csv,service1757684733200,1,13119,213,19761,464,1103,34661
qbft,10,8,1,qbft/10-mecs/consumer_8_run_1.csv,service1757684117124,1,9433,223,19607,473,1116,30856
qbft,10,8,10,qbft/10-mecs/consumer_8_run_10.csv,service1757684809277,1,7779,332,19670,417,1210,29411
qbft,10,8,11,qbft/10-mecs/consumer_8_run_11.csv,service1757684882777,1,9038,383,19643,609,1105,30779
qbft,10,8,12,qbft/10-mecs/consumer_8_run_12.csv,service1757684959345,1,7501,397,19561,507,1103,29075
qbft,10,8,13,qbft/10-mecs/consumer_8_run_13.csv,service1757685033291,1,8795,334,19664,530,1166,30489
qbft,10,8,14,qbft/10-mecs/consumer_8_run_14.csv,service1757685108509,1,8224,462,19473,416,1151,29742
qbft,10,8,15,qbft/10-mecs/consumer_8_run_15.csv,service1757685184471,1,7525,386,19522,475,1107,29015
qbft,10,8,16,qbft/10-mecs/consumer_8_run_16.csv,service1757685258222,1,8723,365,19550,553,1102,30294
qbft,10,8,17,qbft/10-mecs/consumer_8_run_17.csv,service1757685334690,1,6833,459,19507,529,1157,28485
qbft,10,8,18,qbft/10-mecs/consumer_8_run_18.csv,service1757685407409,1,9202,449,19489,589,1118,30854
qbft,10,8,19,qbft/10-mecs/consumer_8_run_19.csv,service1757685484474,1,7092,400,19586,431,1123,28632
qbft,10,8,2,qbft/10-mecs/consumer_8_run_2.csv,service1757684191305,1,5656,245,19721,339,1103,27067
qbft,10,8,20,qbft/10-mecs/consumer_8_run_20.csv,service1757685558701,1,8479,391,19500,559,1098,30027
qbft,10,8,3,qbft/10-mecs/consumer_8_run_3.csv,service1757684262979,1,9901,222,19828,356,1077,31384
qbft,10,8,4,qbft/10-mecs/consumer_8_run_4.csv,service1757684337389,1,9969,252,19646,396,1136,31400
qbft,10,8,5,qbft/10-mecs/consumer_8_run_5.csv,service1757684412228,1,9330,237,19743,388,1099,30798
qbft,10,8,6,qbft/10-mecs/consumer_8_run_6.csv,service1757684487298,1,9694,186,19722,366,1099,31070
qbft,10,8,7,qbft/10-mecs/consumer_8_run_7.csv,service1757684487298,1,9694,186,19722,366,1099,31070
qbft,10,8,8,qbft/10-mecs/consumer_8_run_8.csv,service1757684487298,1,9694,186,19722,366,1099,31070
qbft,10,8,9,qbft/10-mecs/consumer_8_run_9.csv,service1757684733383,1,7859,341,19633,492,1143,29471
qbft,20,10,1,qbft/20-mecs/consumer_10_run_1.csv,service1757759978707,1,8723,447,23692,364,1087,34314
qbft,20,10,10,qbft/20-mecs/consumer_10_run_10.csv,service1757761124524,1,7168,329,29365,307,1079,38248
qbft,20,10,11,qbft/20-mecs/consumer_10_run_11.csv,service1757761253675,1,7942,345,24201,310,1074,33872
qbft,20,10,12,qbft/20-mecs/consumer_10_run_12.csv,service1757761383782,1,8383,368,29235,303,1077,39367
qbft,20,10,13,qbft/20-mecs/consumer_10_run_13.csv,service1757761516416,1,9780,356,29331,316,1073,40857
qbft,20,10,14,qbft/20-mecs/consumer_10_run_14.csv,service1757761650377,1,10808,316,24253,337,1076,36791
qbft,20,10,15,qbft/20-mecs/consumer_10_run_15.csv,service1757761784221,1,7324,359,24194,306,1060,33243
qbft,20,10,16,qbft/20-mecs/consumer_10_run_16.csv,service1757761912399,1,9149,338,29318,282,1058,40145
qbft,20,10,17,qbft/20-mecs/consumer_10_run_17.csv,service1757762040778,1,10795,327,14224,327,1073,26746
qbft,20,10,18,qbft/20-mecs/consumer_10_run_18.csv,service1757762177119,1,9187,293,29443,291,1067,40281
qbft,20,10,19,qbft/20-mecs/consumer_10_run_19.csv,service1757762311177,1,9781,346,29282,353,1085,40848
qbft,20,10,2,qbft/20-mecs/consumer_10_run_2.csv,service1757760108138,1,7884,372,29018,307,1076,38658
qbft,20,10,20,qbft/20-mecs/consumer_10_run_20.csv,service1757762440569,1,6107,325,29242,298,1066,37038
qbft,20,10,3,qbft/20-mecs/consumer_10_run_3.csv,service1757760241312,1,10053,377,29149,299,1060,40939
qbft,20,10,4,qbft/20-mecs/consumer_10_run_4.csv,service1757760370240,1,5957,392,29088,312,1080,36829
qbft,20,10,5,qbft/20-mecs/consumer_10_run_5.csv,service1757760497748,1,9195,363,29112,355,1074,40099
qbft,20,10,6,qbft/20-mecs/consumer_10_run_6.csv,service1757760628760,1,8558,332,29192,358,1086,39527
qbft,20,10,7,qbft/20-mecs/consumer_10_run_7.csv,service1757760497748,1,9195,363,29112,355,1074,40099
qbft,20,10,8,qbft/20-mecs/consumer_10_run_8.csv,service1757760866873,1,9626,293,24479,337,1072,35808
qbft,20,10,9,qbft/20-mecs/consumer_10_run_9.csv,service1757760998706,1,7585,327,24260,327,1067,33567
qbft,20,11,1,qbft/20-mecs/consumer_11_run_1.csv,service1757759978550,1,8638,359,33860,249,1112,44218
qbft,20,11,10,qbft/20-mecs/consumer_11_run_10.csv,service1757761124646,1,7161,321,39369,271,1128,48250
qbft,20,11,11,qbft/20-mecs/consumer_11_run_11.csv,service1757761253579,1,7777,337,39406,263,1115,48898
qbft,20,11,12,qbft/20-mecs/consumer_11_run_12.csv,service1757761383961,1,8200,332,29505,251,1111,39399
qbft,20,11,13,qbft/20-mecs/consumer_11_run_13.csv,service1757761516839,1,9912,325,34356,217,1112,45922
qbft,20,11,14,qbft/20-mecs/consumer_11_run_14.csv,service1757761650484,1,10691,335,9244,227,1118,21615
qbft,20,11,15,qbft/20-mecs/consumer_11_run_15.csv,service1757761784999,1,7164,331,34301,272,1124,43192
qbft,20,11,16,qbft/20-mecs/consumer_11_run_16.csv,service1757761912843,1,9015,319,39329,249,1119,50031
qbft,20,11,17,qbft/20-mecs/consumer_11_run_17.csv,service1757762040691,1,10666,325,29457,236,1104,41788
qbft,20,11,18,qbft/20-mecs/consumer_11_run_18.csv,service1757762177556,1,9239,333,34312,244,1130,45258
qbft,20,11,19,qbft/20-mecs/consumer_11_run_19.csv,service1757762311745,1,9856,345,39269,246,1119,50836
qbft,20,11,2,qbft/20-mecs/consumer_11_run_2.csv,service1757760108498,1,7868,340,29220,259,1134,38821
qbft,20,11,20,qbft/20-mecs/consumer_11_run_20.csv,service1757762440946,1,6123,330,34286,252,1119,42110
qbft,20,11,3,qbft/20-mecs/consumer_11_run_3.csv,service1757760241598,1,10121,349,34130,244,1120,45965
qbft,20,11,4,qbft/20-mecs/consumer_11_run_4.csv,service1757760370710,1,5968,352,34364,262,1127,42073
qbft,20,11,5,qbft/20-mecs/consumer_11_run_5.csv,service1757760497952,1,9088,351,34266,269,1129,45103
qbft,20,11,6,qbft/20-mecs/consumer_11_run_6.csv,service1757760628609,1,8444,341,34376,312,1131,44604
qbft,20,11,7,qbft/20-mecs/consumer_11_run_7.csv,service1757760497952,1,9088,351,34266,269,1129,45103
qbft,20,11,8,qbft/20-mecs/consumer_11_run_8.csv,service1757760866812,1,9659,323,34351,230,1134,45697
qbft,20,11,9,qbft/20-mecs/consumer_11_run_9.csv,service1757760998219,1,7577,328,34327,228,1112,43573
qbft,20,12,1,qbft/20-mecs/consumer_12_run_1.csv,service1757759978866,1,8672,367,33853,1170,1056,45118
qbft,20,12,10,qbft/20-mecs/consumer_12_run_10.csv,service1757761124626,1,7304,336,34291,1284,1054,44269
qbft,20,12,11,qbft/20-mecs/consumer_12_run_11.csv,service1757761253361,1,7927,327,39333,800,1056,49443
qbft,20,12,12,qbft/20-mecs/consumer_12_run_12.csv,service1757761383219,1,8324,324,34184,662,1056,44550
qbft,20,12,13,qbft/20-mecs/consumer_12_run_13.csv,service1757761516366,1,9803,311,39311,712,1058,51195
qbft,20,12,14,qbft/20-mecs/consumer_12_run_14.csv,service1757761650798,1,10643,293,29519,743,1054,42252
qbft,20,12,15,qbft/20-mecs/consumer_12_run_15.csv,service1757761784428,1,7284,310,39398,1242,1053,49287
