step,timestamp
announce_received_service56958553,948
announce_received_serviceeee2bf5b,974
announce_received_service2d44e007,1007
announce_received_service9fa48a9f,1033
announce_received_service5dd55966,1056
announce_received_servicea4d46f32,1082
announce_received_service0dc07181,1109
announce_received_serviced0d3a51d,1130
announce_received_service56341c56,1156
announce_received_serviceb559ee86,1182
announce_received_servicefe7a3603,1206
announce_received_service5c63b0f5,1229
required_announces_received,1229
bid_offer_sent_service56958553,1635
bid_offer_sent_serviceeee2bf5b,1924
bid_offer_sent_service2d44e007,2219
bid_offer_sent_service9fa48a9f,2521
bid_offer_sent_service5dd55966,2718
bid_offer_sent_servicea4d46f32,2950
bid_offer_sent_service0dc07181,3134
bid_offer_sent_serviced0d3a51d,3312
bid_offer_sent_service56341c56,3676
bid_offer_sent_serviceb559ee86,3857
bid_offer_sent_servicefe7a3603,4082
bid_offer_sent_service5c63b0f5,4305
all_bid_offers_sent,4306
winner_received_service5dd55966,11190
winner_received_service0dc07181,11223
winner_received_serviceeee2bf5b,11243
winner_received_serviced0d3a51d,11261
winner_received_service56958553,11283
winner_received_service2d44e007,11301
winner_received_service5c63b0f5,11319
winner_received_service9fa48a9f,11337
winner_received_servicefe7a3603,11363
winner_received_service56341c56,11382
winner_received_servicea4d46f32,11405
winner_received_serviceb559ee86,11426
all_winners_received,11426
other_provider_choosen_service56958553,11455
other_provider_choosen_serviceeee2bf5b,11494
other_provider_choosen_service2d44e007,11529
other_provider_choosen_service9fa48a9f,11551
other_provider_choosen_service5dd55966,11579
other_provider_choosen_servicea4d46f32,11604
other_provider_choosen_service0dc07181,11633
other_provider_choosen_serviced0d3a51d,11662
other_provider_choosen_service56341c56,11695
other_provider_choosen_serviceb559ee86,11730
other_provider_choosen_servicefe7a3603,11781
other_provider_choosen_service5c63b0f5,11829
no_wins,11829
