step,timestamp
announce_received_service56958553,950
announce_received_serviceeee2bf5b,968
announce_received_service2d44e007,996
announce_received_service9fa48a9f,1020
announce_received_service5dd55966,1045
announce_received_servicea4d46f32,1071
announce_received_service0dc07181,1091
announce_received_serviced0d3a51d,1111
announce_received_service56341c56,1134
announce_received_serviceb559ee86,1165
announce_received_servicefe7a3603,1187
announce_received_service5c63b0f5,1206
required_announces_received,1206
bid_offer_sent_service56958553,1590
bid_offer_sent_serviceeee2bf5b,1779
bid_offer_sent_service2d44e007,2022
bid_offer_sent_service9fa48a9f,2291
bid_offer_sent_service5dd55966,2495
bid_offer_sent_servicea4d46f32,2796
bid_offer_sent_service0dc07181,3164
bid_offer_sent_serviced0d3a51d,3415
bid_offer_sent_service56341c56,3633
bid_offer_sent_serviceb559ee86,3843
bid_offer_sent_servicefe7a3603,4020
bid_offer_sent_service5c63b0f5,4202
all_bid_offers_sent,4202
winner_received_service0dc07181,11022
winner_received_serviced0d3a51d,11050
winner_received_service56341c56,11073
winner_received_serviceb559ee86,11097
winner_received_servicefe7a3603,11121
winner_received_service5c63b0f5,11143
winner_received_service5dd55966,11406
winner_received_serviceeee2bf5b,11431
winner_received_service56958553,11457
winner_received_service2d44e007,11478
winner_received_service9fa48a9f,11504
winner_received_servicea4d46f32,11530
all_winners_received,11530
other_provider_choosen_service56958553,11559
other_provider_choosen_serviceeee2bf5b,11591
other_provider_choosen_service2d44e007,11634
other_provider_choosen_service9fa48a9f,11681
other_provider_choosen_service5dd55966,11737
other_provider_choosen_servicea4d46f32,11778
other_provider_choosen_service0dc07181,11817
other_provider_choosen_serviced0d3a51d,11863
other_provider_choosen_service56341c56,11915
other_provider_choosen_serviceb559ee86,11951
other_provider_choosen_servicefe7a3603,11993
other_provider_choosen_service5c63b0f5,12063
no_wins,12063
