step,timestamp
announce_received_servicea991cb04,2714
announce_received_servicef5c93656,2734
announce_received_service397f46de,2768
announce_received_service923c84e9,2809
announce_received_service9d971842,2832
announce_received_service17bb65ef,2854
announce_received_service739af09b,2872
announce_received_service617611bf,2891
announce_received_service32f6b064,2909
announce_received_service7a07784c,2930
announce_received_service00e09a07,2959
announce_received_servicee5c9164c,2984
required_announces_received,2985
bid_offer_sent_servicea991cb04,3384
bid_offer_sent_servicef5c93656,3557
bid_offer_sent_service397f46de,3735
bid_offer_sent_service923c84e9,3879
bid_offer_sent_service9d971842,4060
bid_offer_sent_service17bb65ef,4213
bid_offer_sent_service739af09b,4404
bid_offer_sent_service617611bf,4584
bid_offer_sent_service32f6b064,4759
bid_offer_sent_service7a07784c,4922
bid_offer_sent_service00e09a07,5182
bid_offer_sent_servicee5c9164c,5524
all_bid_offers_sent,5525
winner_received_service17bb65ef,12615
winner_received_service739af09b,12654
winner_received_service617611bf,12694
winner_received_service32f6b064,12733
winner_received_service7a07784c,12778
winner_received_service00e09a07,12853
winner_received_servicee5c9164c,12883
winner_received_service923c84e9,13215
winner_received_service397f46de,13255
winner_received_service9d971842,13295
winner_received_servicea991cb04,13332
winner_received_servicef5c93656,13376
all_winners_received,13376
other_provider_choosen_servicea991cb04,13427
other_provider_choosen_servicef5c93656,13477
other_provider_choosen_service397f46de,13520
other_provider_choosen_service923c84e9,13563
other_provider_choosen_service9d971842,13601
other_provider_choosen_service17bb65ef,13621
other_provider_choosen_service739af09b,13643
other_provider_choosen_service617611bf,13666
other_provider_choosen_service32f6b064,13690
other_provider_choosen_service7a07784c,13711
other_provider_choosen_service00e09a07,13732
other_provider_choosen_servicee5c9164c,13753
no_wins,13753
