step,timestamp
announce_received_servicec6acb1c9,1206
announce_received_serviced386a420,1224
announce_received_service777beccf,1244
announce_received_service508332ae,1262
announce_received_servicee047c99f,1281
announce_received_servicec8b20cd2,1300
announce_received_service5066df9b,1317
announce_received_service88cfd3c7,1332
announce_received_service5c3bb1df,1348
announce_received_servicebaf22fcc,1372
announce_received_serviceb34774a1,1393
announce_received_service6fb04f43,1411
required_announces_received,1411
bid_offer_sent_servicec6acb1c9,1778
bid_offer_sent_serviced386a420,1993
bid_offer_sent_service777beccf,2154
bid_offer_sent_service508332ae,2344
bid_offer_sent_servicee047c99f,2530
bid_offer_sent_servicec8b20cd2,2772
bid_offer_sent_service5066df9b,2942
bid_offer_sent_service88cfd3c7,3124
bid_offer_sent_service5c3bb1df,3345
bid_offer_sent_servicebaf22fcc,3527
bid_offer_sent_serviceb34774a1,3729
bid_offer_sent_service6fb04f43,3873
all_bid_offers_sent,3874
winner_received_serviced386a420,10885
winner_received_servicee047c99f,10900
winner_received_service777beccf,10915
winner_received_servicec8b20cd2,10932
winner_received_service5c3bb1df,10949
winner_received_service88cfd3c7,10967
winner_received_service6fb04f43,10988
winner_received_service508332ae,11007
winner_received_servicebaf22fcc,11029
winner_received_servicec6acb1c9,11047
winner_received_service5066df9b,11064
winner_received_serviceb34774a1,11086
all_winners_received,11086
other_provider_choosen_servicec6acb1c9,11109
other_provider_choosen_serviced386a420,11142
other_provider_choosen_service777beccf,11169
other_provider_choosen_service508332ae,11199
other_provider_choosen_servicee047c99f,11221
other_provider_choosen_servicec8b20cd2,11243
other_provider_choosen_service5066df9b,11268
other_provider_choosen_service88cfd3c7,11296
other_provider_choosen_service5c3bb1df,11323
other_provider_choosen_servicebaf22fcc,11361
other_provider_choosen_serviceb34774a1,11408
other_provider_choosen_service6fb04f43,11458
no_wins,11458
