step,timestamp
announce_received_service30ad7759,3481
announce_received_service8566a241,3506
announce_received_service248d3315,3531
announce_received_service74cfce6d,3555
announce_received_service3430b4d6,3581
announce_received_service4d1ad484,3604
announce_received_servicef714eefe,3624
announce_received_service23be819c,3646
announce_received_service9468a97d,3667
announce_received_service69643723,3687
announce_received_serviceb8d391c0,3712
announce_received_serviceb7ae43a8,3734
required_announces_received,3734
bid_offer_sent_service30ad7759,4096
bid_offer_sent_service8566a241,4279
bid_offer_sent_service248d3315,4506
bid_offer_sent_service74cfce6d,4683
bid_offer_sent_service3430b4d6,4842
bid_offer_sent_service4d1ad484,5007
bid_offer_sent_servicef714eefe,5162
bid_offer_sent_service23be819c,5343
bid_offer_sent_service9468a97d,5517
bid_offer_sent_service69643723,5726
bid_offer_sent_serviceb8d391c0,5910
bid_offer_sent_serviceb7ae43a8,6076
all_bid_offers_sent,6077
winner_received_service69643723,13334
winner_received_serviceb8d391c0,13366
winner_received_serviceb7ae43a8,13386
winner_received_service74cfce6d,13635
winner_received_service8566a241,13653
winner_received_service3430b4d6,13670
winner_received_service248d3315,13687
winner_received_service4d1ad484,13709
winner_received_service23be819c,13734
winner_received_service9468a97d,13754
winner_received_service30ad7759,13775
winner_received_servicef714eefe,13799
all_winners_received,13799
other_provider_choosen_service30ad7759,13834
other_provider_choosen_service8566a241,13865
other_provider_choosen_service248d3315,13953
other_provider_choosen_service74cfce6d,14039
other_provider_choosen_service3430b4d6,14088
other_provider_choosen_service4d1ad484,14118
other_provider_choosen_servicef714eefe,14146
other_provider_choosen_service23be819c,14174
other_provider_choosen_service9468a97d,14204
other_provider_choosen_service69643723,14231
other_provider_choosen_serviceb8d391c0,14260
other_provider_choosen_serviceb7ae43a8,14287
no_wins,14287
