step,timestamp
announce_received_servicebadd9ac4,5570
announce_received_service08ae9bb4,5593
announce_received_service6f91fd9e,5615
announce_received_service14728bc9,5636
announce_received_service20738293,5657
announce_received_serviceaee10fbd,5682
announce_received_serviceeb4d0ab9,5708
announce_received_servicec4773648,5733
announce_received_service6a060adb,5753
announce_received_service9acda548,5778
announce_received_servicefb5a5462,5801
announce_received_servicece3b83b8,5824
required_announces_received,5824
bid_offer_sent_servicebadd9ac4,6169
bid_offer_sent_service08ae9bb4,6350
bid_offer_sent_service6f91fd9e,6537
bid_offer_sent_service14728bc9,6678
bid_offer_sent_service20738293,6848
bid_offer_sent_serviceaee10fbd,7014
bid_offer_sent_serviceeb4d0ab9,7183
bid_offer_sent_servicec4773648,7347
bid_offer_sent_service6a060adb,7504
bid_offer_sent_service9acda548,7699
bid_offer_sent_servicefb5a5462,7896
bid_offer_sent_servicece3b83b8,8062
all_bid_offers_sent,8062
winner_received_service08ae9bb4,15529
winner_received_servicebadd9ac4,15552
winner_received_serviceaee10fbd,15573
winner_received_serviceeb4d0ab9,15591
winner_received_servicec4773648,15608
winner_received_service20738293,15630
winner_received_service6a060adb,15652
winner_received_service9acda548,15669
winner_received_service6f91fd9e,15688
winner_received_service14728bc9,15705
winner_received_servicece3b83b8,15723
winner_received_servicefb5a5462,15742
all_winners_received,15742
other_provider_choosen_servicebadd9ac4,15762
other_provider_choosen_service08ae9bb4,15786
other_provider_choosen_service6f91fd9e,15808
other_provider_choosen_service14728bc9,15831
other_provider_choosen_service20738293,15855
other_provider_choosen_serviceaee10fbd,15885
other_provider_choosen_serviceeb4d0ab9,15914
other_provider_choosen_servicec4773648,15939
other_provider_choosen_service6a060adb,15982
other_provider_choosen_service9acda548,16027
other_provider_choosen_servicefb5a5462,16052
other_provider_choosen_servicece3b83b8,16078
no_wins,16078
