step,timestamp
announce_received_service37207a58,4841
announce_received_servicefe9ba18f,4865
announce_received_servicec639a2b2,4886
announce_received_service9b78b49c,4906
announce_received_serviceef7eb726,4928
announce_received_service15b9f083,4949
announce_received_service6f3d5d92,4970
announce_received_serviced072c16f,5015
announce_received_servicec3562b08,5074
announce_received_service03f67653,5132
announce_received_service46194240,5173
announce_received_servicefe0116fb,5207
required_announces_received,5208
bid_offer_sent_service37207a58,5627
bid_offer_sent_servicefe9ba18f,5813
bid_offer_sent_servicec639a2b2,5968
bid_offer_sent_service9b78b49c,6119
bid_offer_sent_serviceef7eb726,6368
bid_offer_sent_service15b9f083,6647
bid_offer_sent_service6f3d5d92,6955
bid_offer_sent_serviced072c16f,7231
bid_offer_sent_servicec3562b08,7429
bid_offer_sent_service03f67653,7591
bid_offer_sent_service46194240,7791
bid_offer_sent_servicefe0116fb,8009
all_bid_offers_sent,8012
winner_received_serviceef7eb726,14786
winner_received_service15b9f083,14832
winner_received_service6f3d5d92,14870
winner_received_serviced072c16f,14898
winner_received_servicec3562b08,14923
winner_received_service03f67653,14944
winner_received_service46194240,14966
winner_received_servicefe0116fb,14983
winner_received_servicefe9ba18f,15277
winner_received_service37207a58,15303
winner_received_service9b78b49c,15324
winner_received_servicec639a2b2,15350
all_winners_received,15350
other_provider_choosen_service37207a58,15373
other_provider_choosen_servicefe9ba18f,15396
other_provider_choosen_servicec639a2b2,15420
other_provider_choosen_service9b78b49c,15447
other_provider_choosen_serviceef7eb726,15476
other_provider_choosen_service15b9f083,15505
other_provider_choosen_service6f3d5d92,15533
other_provider_choosen_serviced072c16f,15554
other_provider_choosen_servicec3562b08,15578
other_provider_choosen_service03f67653,15625
other_provider_choosen_service46194240,15702
other_provider_choosen_servicefe0116fb,15758
no_wins,15758
