timestamp,cpu_percent,mem_mb,mem_limit_mb,mem_percent,blk_read_mb,blk_write_mb,net_rx_mb,net_tx_mb
1758232913281,0.31,369.3,3919.88,9.42,7.992,10.066,58.676,59.066
1758232914288,27.18,369.33,3919.88,9.42,7.992,10.066,58.913,59.306
1758232915292,6.17,369.41,3919.88,9.42,7.992,10.066,58.913,59.306
1758232916299,0.63,369.33,3919.88,9.42,7.992,10.066,58.913,59.307
1758232917314,0.38,369.33,3919.88,9.42,7.992,10.066,58.913,59.307
1758232918319,0.35,369.33,3919.88,9.42,7.992,10.066,58.913,59.307
1758232919325,26.2,369.34,3919.88,9.42,7.992,10.066,59.14,59.494
1758232920330,15.11,369.43,3919.88,9.42,7.992,10.066,59.158,59.497
1758232921334,0.71,369.35,3919.88,9.42,7.992,10.066,59.158,59.498
1758232922343,0.64,369.36,3919.88,9.42,7.992,10.066,59.158,59.498
1758232923347,0.33,369.36,3919.88,9.42,7.992,10.066,59.158,59.498
1758232924354,26.09,369.49,3919.88,9.43,7.992,10.066,59.391,59.661
1758232925360,6.02,369.37,3919.88,9.42,7.992,10.066,59.391,59.661
1758232926362,0.81,369.37,3919.88,9.42,7.992,10.066,59.391,59.663
1758232927375,0.74,369.37,3919.88,9.42,7.992,10.066,59.391,59.664
1758232928380,0.75,369.37,3919.88,9.42,7.992,10.066,59.391,59.665
1758232929384,25.4,369.51,3919.88,9.43,7.992,10.066,59.624,59.859
1758232930390,5.08,372.03,3919.88,9.49,7.992,10.066,59.624,59.859
1758232931395,1.96,369.4,3919.88,9.42,7.992,10.066,59.624,59.859
1758232932398,0.52,369.4,3919.88,9.42,7.992,10.066,59.624,59.859
1758232933402,1.14,369.4,3919.88,9.42,7.992,10.066,59.624,59.861
1758232934408,25.04,369.41,3919.88,9.42,7.992,10.066,59.854,60.038
1758232935412,0.74,369.41,3919.88,9.42,7.992,10.066,59.855,60.039
1758232936416,7.25,369.49,3919.88,9.43,7.992,10.066,59.855,60.04
1758232937420,0.43,369.48,3919.88,9.43,7.992,10.066,59.855,60.04
1758232938423,0.59,369.48,3919.88,9.43,7.992,10.066,59.855,60.041
1758232939429,29.11,366.64,3919.88,9.35,7.992,10.066,60.085,60.258
1758232940439,0.38,366.57,3919.88,9.35,7.992,10.066,60.085,60.258
1758232941443,6.3,366.57,3919.88,9.35,7.992,10.066,60.085,60.259
1758232942447,0.43,366.57,3919.88,9.35,7.992,10.066,60.085,60.259
1758232943454,0.77,366.57,3919.88,9.35,7.992,10.066,60.085,60.261
1758232944470,25.37,366.71,3919.88,9.36,7.992,10.066,60.322,60.454
1758232945476,0.82,366.59,3919.88,9.35,7.992,10.066,60.323,60.455
1758232946480,6.27,366.66,3919.88,9.35,7.992,10.066,60.323,60.456
1758232947489,0.62,366.59,3919.88,9.35,7.992,10.066,60.323,60.456
1758232948495,24.82,366.72,3919.88,9.36,7.992,10.066,60.413,60.555
1758232949498,60.74,374.09,3919.88,9.54,7.992,10.066,60.824,60.981
1758232950528,103.58,387.96,3919.88,9.9,7.992,10.066,61.014,61.137
1758232951530,85.24,387.87,3919.88,9.89,7.992,10.066,61.31,61.443
1758232952538,81.8,386.85,3919.88,9.87,7.992,10.066,61.492,61.638
1758232953543,22.03,386.97,3919.88,9.87,7.992,10.066,61.531,61.662
1758232954547,72.06,383.22,3919.88,9.78,7.992,10.066,62.102,62.136
1758232955553,54.56,379.29,3919.88,9.68,7.992,10.066,62.348,62.474
1758232956558,28.82,379.36,3919.88,9.68,7.992,10.066,62.41,62.512
1758232957579,37.31,379.34,3919.88,9.68,7.992,10.066,62.456,62.544
1758232958579,18.24,379.33,3919.88,9.68,7.992,10.066,62.496,62.569
1758232959596,66.2,379.69,3919.88,9.69,7.992,10.066,62.961,63.047
1758232960605,27.72,379.68,3919.88,9.69,7.992,10.066,63.001,63.061
1758232961621,7.74,379.76,3919.88,9.69,7.992,10.066,63.007,63.065
1758232962626,2.99,379.68,3919.88,9.69,7.992,10.066,63.018,63.075
1758232963632,3.28,379.68,3919.88,9.69,7.992,10.066,63.024,63.084
1758232964637,35.32,368.52,3919.88,9.4,7.992,10.066,63.272,63.323
1758232965642,1.78,368.49,3919.88,9.4,7.992,10.066,63.277,63.328
1758232966649,13.6,368.5,3919.88,9.4,7.992,10.066,63.288,63.34
1758232967653,2.12,368.5,3919.88,9.4,7.992,10.066,63.294,63.346
1758232968658,2.22,368.5,3919.88,9.4,7.992,10.066,63.299,63.351
1758232969664,33.66,368.62,3919.88,9.4,7.992,10.066,63.601,63.696
1758232970668,1.87,368.46,3919.88,9.4,7.992,10.066,63.607,63.701
1758232971673,7.97,368.46,3919.88,9.4,7.992,10.066,63.612,63.707
1758232972679,1.87,368.46,3919.88,9.4,7.992,10.066,63.618,63.712
1758232973688,3.89,368.46,3919.88,9.4,7.992,10.066,63.63,63.724
1758232974704,32.7,368.37,3919.88,9.4,7.992,10.066,63.927,64.068
1758232975710,1.87,368.37,3919.88,9.4,7.992,10.066,63.933,64.073
1758232976714,5.34,369.98,3919.88,9.44,7.992,10.066,63.939,64.08
1758232977720,3.38,368.28,3919.88,9.4,7.992,10.066,63.945,64.086
1758232978729,0.52,368.25,3919.88,9.39,7.992,10.066,63.945,64.086
1758232979734,32.24,368.3,3919.88,9.4,7.992,10.066,64.248,64.42
1758232980741,0.67,368.3,3919.88,9.4,7.992,10.066,64.248,64.42
1758232981758,0.72,368.3,3919.88,9.4,7.992,10.066,64.248,64.421
1758232982763,6.3,368.3,3919.88,9.4,7.992,10.066,64.248,64.421
1758232983768,0.38,368.3,3919.88,9.4,7.992,10.066,64.248,64.421
1758232984782,30.85,368.88,3919.88,9.41,7.992,10.066,64.491,64.724
1758232985786,0.88,368.87,3919.88,9.41,7.992,10.066,64.491,64.726
1758232986792,0.77,368.87,3919.88,9.41,7.992,10.066,64.491,64.727
1758232987796,6.1,368.95,3919.88,9.41,7.992,10.066,64.491,64.728
1758232988805,0.69,368.95,3919.88,9.41,7.992,10.066,64.492,64.729
1758232989808,28.28,369.7,3919.88,9.43,7.992,10.066,64.736,64.941
1758232990811,0.45,369.55,3919.88,9.43,7.992,10.066,64.736,64.941
