timestamp,cpu_percent,mem_mb,mem_limit_mb,mem_percent,blk_read_mb,blk_write_mb,net_rx_mb,net_tx_mb
1757509339727,0.19,367.84,3907.45,9.41,0.02,28.934,23.044,17.751
1757509340729,9.53,367.92,3907.45,9.42,0.02,28.934,23.057,17.762
1757509341733,21.8,367.89,3907.45,9.42,0.02,28.934,23.209,17.865
1757509342736,31.73,368.04,3907.45,9.42,0.02,28.934,23.384,17.987
1757509343740,21.24,368.0,3907.45,9.42,0.02,28.934,23.546,18.098
1757509344744,21.06,368.08,3907.45,9.42,0.02,28.98,23.721,18.22
1757509345747,26.54,368.18,3907.45,9.42,0.02,28.98,23.888,18.37
1757509346752,21.65,368.07,3907.45,9.42,0.02,28.98,24.054,18.481
1757509347754,24.66,357.9,3907.45,9.16,0.02,28.98,24.117,18.527
1757509348757,5.3,357.89,3907.45,9.16,0.02,28.98,24.126,18.532
1757509349761,3.98,357.89,3907.45,9.16,0.02,29.023,24.135,18.537
1757509350764,7.14,357.89,3907.45,9.16,0.02,29.023,24.144,18.543
1757509351766,4.23,357.93,3907.45,9.16,0.02,29.023,24.154,18.548
1757509352769,16.27,359.27,3907.45,9.19,0.02,29.023,24.172,18.562
1757509353771,5.26,359.13,3907.45,9.19,0.02,29.023,24.182,18.568
1757509354773,4.17,359.11,3907.45,9.19,0.02,29.066,24.192,18.573
1757509355776,6.81,359.12,3907.45,9.19,0.02,29.066,24.202,18.579
1757509356778,4.09,359.11,3907.45,9.19,0.02,29.066,24.21,18.584
1757509357781,10.42,359.13,3907.45,9.19,0.02,29.066,24.221,18.595
1757509358784,2.94,359.13,3907.45,9.19,0.02,29.066,24.221,18.595
