step,timestamp
service_announced,59
bid_received_1,6540
required_bids_received,6540
winner_choosen,6602
confirm_deployment_received,16554
establish_vxlan_connection_with_provider_start,16554
establish_vxlan_connection_with_provider_finished,16858
connection_test_success,17926
service_id,service1757511034
