timestamp,cpu_percent,mem_mb,mem_limit_mb,mem_percent,blk_read_mb,blk_write_mb,net_rx_mb,net_tx_mb
1757855107625,2.56,429.93,3911.95,10.99,0.0,62.609,69.173,69.077
1757855108628,1.79,429.93,3911.95,10.99,0.0,62.609,69.173,69.077
1757855109631,3.45,429.93,3911.95,10.99,0.0,62.609,69.173,69.077
1757855110634,1.9,429.93,3911.95,10.99,0.0,62.609,69.173,69.077
1757855111637,2.26,429.93,3911.95,10.99,0.0,62.609,69.173,69.077
1757855112639,4.29,429.94,3911.95,10.99,0.0,62.609,69.185,69.09
1757855113642,1.96,429.94,3911.95,10.99,0.0,62.609,69.185,69.09
1757855114646,3.99,429.94,3911.95,10.99,0.0,62.609,69.185,69.09
1757855115648,2.4,429.94,3911.95,10.99,0.0,62.609,69.185,69.09
1757855116651,1.94,429.94,3911.95,10.99,0.0,62.609,69.185,69.09
1757855117654,5.09,429.94,3911.95,10.99,0.0,62.609,69.197,69.103
1757855118657,1.92,429.94,3911.95,10.99,0.0,62.609,69.197,69.103
1757855119659,3.5,429.94,3911.95,10.99,0.0,62.609,69.197,69.103
1757855120662,1.89,429.94,3911.95,10.99,0.0,62.609,69.197,69.103
1757855121665,1.97,429.94,3911.95,10.99,0.0,62.609,69.197,69.103
1757855122667,4.74,429.95,3911.95,10.99,0.0,62.609,69.21,69.115
1757855123671,2.12,429.94,3911.95,10.99,0.0,62.621,69.21,69.116
1757855124673,3.57,429.94,3911.95,10.99,0.0,62.621,69.21,69.116
1757855125676,2.23,429.94,3911.95,10.99,0.0,62.621,69.21,69.116
1757855126679,2.75,429.94,3911.95,10.99,0.0,62.621,69.21,69.116
1757855127681,4.99,430.05,3911.95,10.99,0.0,62.621,69.222,69.128
1757855128684,2.01,430.05,3911.95,10.99,0.0,62.641,69.222,69.128
1757855129686,4.13,430.05,3911.95,10.99,0.0,62.641,69.222,69.128
1757855130691,2.17,430.05,3911.95,10.99,0.0,62.656,69.222,69.128
1757855131693,1.86,430.05,3911.95,10.99,0.0,62.656,69.222,69.128
1757855132697,4.18,430.05,3911.95,10.99,0.0,62.656,69.234,69.141
1757855133700,1.85,430.05,3911.95,10.99,0.0,62.656,69.234,69.141
1757855134702,3.88,430.05,3911.95,10.99,0.0,62.656,69.234,69.141
1757855135705,1.82,430.05,3911.95,10.99,0.0,62.656,69.234,69.141
1757855136707,1.82,430.05,3911.95,10.99,0.0,62.656,69.234,69.141
1757855137710,4.04,430.07,3911.95,10.99,0.0,62.656,69.246,69.154
1757855138712,1.7,430.07,3911.95,10.99,0.0,62.656,69.246,69.154
1757855139715,3.92,430.07,3911.95,10.99,0.0,62.656,69.246,69.154
1757855140717,1.98,430.07,3911.95,10.99,0.0,62.656,69.246,69.154
1757855141720,1.6,430.07,3911.95,10.99,0.0,62.656,69.246,69.154
1757855142722,3.73,430.07,3911.95,10.99,0.0,62.656,69.258,69.166
1757855143724,1.84,430.07,3911.95,10.99,0.0,62.656,69.258,69.166
1757855144727,3.68,430.07,3911.95,10.99,0.0,62.656,69.258,69.166
1757855145730,1.87,430.07,3911.95,10.99,0.0,62.656,69.258,69.166
1757855146731,2.18,430.07,3911.95,10.99,0.0,62.656,69.258,69.166
1757855147734,3.47,430.07,3911.95,10.99,0.0,62.656,69.27,69.179
1757855148737,1.7,430.07,3911.95,10.99,0.0,62.656,69.27,69.179
1757855149739,31.39,430.07,3911.95,10.99,0.0,62.656,69.406,69.326
1757855150741,2.18,430.07,3911.95,10.99,0.0,62.656,69.408,69.328
1757855151746,2.27,430.07,3911.95,10.99,0.0,62.656,69.411,69.329
1757855152749,11.71,430.71,3911.95,11.01,0.0,62.656,69.511,69.429
1757855153753,33.4,430.91,3911.95,11.02,0.0,62.656,69.707,69.633
1757855154756,63.42,410.42,3911.95,10.49,0.0,62.656,70.002,69.935
1757855155758,54.85,410.41,3911.95,10.49,0.0,62.656,70.271,70.214
1757855156760,11.55,410.31,3911.95,10.49,0.0,62.656,70.331,70.277
1757855157763,49.95,418.51,3911.95,10.7,0.0,62.656,70.707,71.001
1757855158765,31.73,418.59,3911.95,10.7,0.0,62.656,71.115,71.133
1757855159767,9.48,418.47,3911.95,10.7,0.0,62.656,71.191,71.157
1757855160770,3.26,418.47,3911.95,10.7,0.0,62.656,71.196,71.16
1757855161773,2.88,418.47,3911.95,10.7,0.0,62.672,71.202,71.163
1757855162775,29.97,422.57,3911.95,10.8,0.0,62.672,71.418,71.378
1757855163779,3.78,422.57,3911.95,10.8,0.0,62.672,71.423,71.381
1757855164782,6.18,422.57,3911.95,10.8,0.0,62.672,71.44,71.397
1757855165785,4.09,422.57,3911.95,10.8,0.0,62.672,71.451,71.405
1757855166787,5.3,422.76,3911.95,10.81,0.0,64.289,71.469,71.42
1757855167789,7.34,422.79,3911.95,10.81,0.0,64.289,71.542,71.491
1757855168792,3.61,422.68,3911.95,10.8,0.0,64.289,71.553,71.5
1757855169796,6.28,422.68,3911.95,10.8,0.0,64.289,71.564,71.509
1757855170798,4.48,422.68,3911.95,10.8,0.0,64.289,71.576,71.518
1757855171800,4.24,422.68,3911.95,10.8,0.0,64.289,71.586,71.527
1757855172802,6.85,422.71,3911.95,10.81,0.0,64.289,71.63,71.57
1757855173805,6.43,422.83,3911.95,10.81,0.0,64.289,71.648,71.586
1757855174808,7.97,422.86,3911.95,10.81,0.0,64.289,71.659,71.595
1757855175811,4.51,422.75,3911.95,10.81,0.0,64.289,71.671,71.604
1757855176814,4.17,422.75,3911.95,10.81,0.0,64.289,71.682,71.614
1757855177816,6.91,422.8,3911.95,10.81,0.0,64.289,71.725,71.657
1757855178819,4.21,422.8,3911.95,10.81,0.0,64.289,71.737,71.666
1757855179821,7.36,422.91,3911.95,10.81,0.0,64.289,71.755,71.682
1757855180824,5.54,422.27,3911.95,10.79,0.0,64.289,71.765,71.691
1757855181827,4.19,422.27,3911.95,10.79,0.0,64.289,71.776,71.7
1757855182830,7.08,422.3,3911.95,10.8,0.0,64.289,71.817,71.74
1757855183833,3.76,422.32,3911.95,10.8,0.0,64.289,71.823,71.746
1757855184834,4.01,422.31,3911.95,10.8,0.0,64.289,71.823,71.746
1757855185842,1.84,422.31,3911.95,10.8,0.0,64.289,71.823,71.746
